Tracker: sutrack_MLKA, Config: sutrack_mlka_t224
Results Directory: /home/nick/code/code.sutrack/SUTrack/results/sutrack_MLKA_sutrack_mlka_t224
============================================================
Frame 1: FPS=41.00, Avg FPS=41.00, Time=24.39ms
Frame 129: FPS=195.79, Avg FPS=192.37, Time=5.11ms
Frame 130: FPS=200.76, Avg FPS=192.43, Time=4.98ms
Frame 131: FPS=200.48, Avg FPS=192.49, Time=4.99ms
Frame 132: FPS=196.48, Avg FPS=192.52, Time=5.09ms
Frame 133: FPS=196.95, Avg FPS=192.55, Time=5.08ms
Frame 134: FPS=196.52, Avg FPS=192.58, Time=5.09ms
Frame 135: FPS=197.16, Avg FPS=192.61, Time=5.07ms
Frame 136: FPS=198.26, Avg FPS=192.65, Time=5.04ms
Frame 137: FPS=197.55, Avg FPS=192.69, Time=5.06ms
Frame 138: FPS=197.69, Avg FPS=192.72, Time=5.06ms
Frame 139: FPS=197.27, Avg FPS=192.76, Time=5.07ms
Frame 140: FPS=197.43, Avg FPS=192.79, Time=5.06ms
Frame 141: FPS=197.95, Avg FPS=192.82, Time=5.05ms
Frame 142: FPS=195.19, Avg FPS=192.84, Time=5.12ms
Frame 143: FPS=203.95, Avg FPS=192.91, Time=4.90ms
Frame 144: FPS=195.02, Avg FPS=192.93, Time=5.13ms
Frame 145: FPS=197.15, Avg FPS=192.96, Time=5.07ms
Frame 146: FPS=195.25, Avg FPS=192.97, Time=5.12ms
Frame 147: FPS=194.25, Avg FPS=192.98, Time=5.15ms
Frame 148: FPS=195.82, Avg FPS=193.00, Time=5.11ms
Frame 149: FPS=202.67, Avg FPS=193.06, Time=4.93ms
Frame 150: FPS=196.66, Avg FPS=193.09, Time=5.08ms
Frame 151: FPS=193.34, Avg FPS=193.09, Time=5.17ms
Frame 152: FPS=196.85, Avg FPS=193.11, Time=5.08ms
Frame 153: FPS=197.27, Avg FPS=193.14, Time=5.07ms
Frame 154: FPS=195.30, Avg FPS=193.15, Time=5.12ms
Frame 155: FPS=197.53, Avg FPS=193.18, Time=5.06ms
Frame 156: FPS=196.00, Avg FPS=193.20, Time=5.10ms
Frame 157: FPS=197.78, Avg FPS=193.23, Time=5.06ms
Frame 158: FPS=195.73, Avg FPS=193.24, Time=5.11ms
Frame 159: FPS=194.53, Avg FPS=193.25, Time=5.14ms
Frame 160: FPS=196.85, Avg FPS=193.27, Time=5.08ms
Frame 161: FPS=195.56, Avg FPS=193.29, Time=5.11ms
Frame 162: FPS=196.77, Avg FPS=193.31, Time=5.08ms
Frame 163: FPS=197.93, Avg FPS=193.33, Time=5.05ms
Frame 164: FPS=197.03, Avg FPS=193.36, Time=5.08ms
Frame 165: FPS=200.23, Avg FPS=193.40, Time=4.99ms
Frame 166: FPS=193.96, Avg FPS=193.40, Time=5.16ms
Frame 167: FPS=196.24, Avg FPS=193.42, Time=5.10ms
Frame 168: FPS=197.99, Avg FPS=193.44, Time=5.05ms
Frame 169: FPS=197.87, Avg FPS=193.47, Time=5.05ms
Frame 170: FPS=199.60, Avg FPS=193.50, Time=5.01ms
Frame 171: FPS=196.00, Avg FPS=193.52, Time=5.10ms
Frame 172: FPS=199.03, Avg FPS=193.55, Time=5.02ms
Frame 173: FPS=189.78, Avg FPS=193.53, Time=5.27ms
Frame 174: FPS=197.67, Avg FPS=193.55, Time=5.06ms
Frame 175: FPS=198.39, Avg FPS=193.58, Time=5.04ms
Frame 176: FPS=197.16, Avg FPS=193.60, Time=5.07ms
Frame 177: FPS=196.76, Avg FPS=193.61, Time=5.08ms
Frame 178: FPS=202.07, Avg FPS=193.66, Time=4.95ms
Frame 179: FPS=198.98, Avg FPS=193.69, Time=5.03ms
Frame 180: FPS=198.70, Avg FPS=193.72, Time=5.03ms
Frame 181: FPS=198.03, Avg FPS=193.74, Time=5.05ms
Frame 182: FPS=198.83, Avg FPS=193.77, Time=5.03ms
Frame 183: FPS=198.75, Avg FPS=193.79, Time=5.03ms
Frame 184: FPS=199.02, Avg FPS=193.82, Time=5.02ms
Frame 185: FPS=200.68, Avg FPS=193.86, Time=4.98ms
Frame 186: FPS=196.33, Avg FPS=193.87, Time=5.09ms
Frame 187: FPS=196.91, Avg FPS=193.89, Time=5.08ms
Frame 188: FPS=199.83, Avg FPS=193.92, Time=5.00ms
Frame 189: FPS=199.48, Avg FPS=193.95, Time=5.01ms
Frame 190: FPS=199.04, Avg FPS=193.97, Time=5.02ms
Frame 191: FPS=200.48, Avg FPS=194.00, Time=4.99ms
Frame 192: FPS=200.21, Avg FPS=194.04, Time=4.99ms
Frame 193: FPS=199.24, Avg FPS=194.06, Time=5.02ms
Frame 194: FPS=196.63, Avg FPS=194.08, Time=5.09ms
Frame 195: FPS=197.13, Avg FPS=194.09, Time=5.07ms
Frame 196: FPS=197.35, Avg FPS=194.11, Time=5.07ms
Frame 197: FPS=200.29, Avg FPS=194.14, Time=4.99ms
Frame 198: FPS=196.33, Avg FPS=194.15, Time=5.09ms
Frame 199: FPS=197.02, Avg FPS=194.16, Time=5.08ms
Frame 200: FPS=196.83, Avg FPS=194.18, Time=5.08ms
Frame 201: FPS=195.77, Avg FPS=194.18, Time=5.11ms
Frame 202: FPS=197.35, Avg FPS=194.20, Time=5.07ms
Frame 203: FPS=197.66, Avg FPS=194.22, Time=5.06ms
Frame 204: FPS=198.06, Avg FPS=194.23, Time=5.05ms
Frame 205: FPS=197.27, Avg FPS=194.25, Time=5.07ms
Frame 206: FPS=196.14, Avg FPS=194.26, Time=5.10ms
Frame 207: FPS=195.03, Avg FPS=194.26, Time=5.13ms
Frame 208: FPS=198.17, Avg FPS=194.28, Time=5.05ms
Frame 209: FPS=200.06, Avg FPS=194.31, Time=5.00ms
Frame 210: FPS=196.39, Avg FPS=194.32, Time=5.09ms
Frame 211: FPS=197.79, Avg FPS=194.33, Time=5.06ms
Frame 212: FPS=198.37, Avg FPS=194.35, Time=5.04ms
Frame 213: FPS=195.55, Avg FPS=194.36, Time=5.11ms
Frame 214: FPS=197.60, Avg FPS=194.37, Time=5.06ms
Frame 215: FPS=198.87, Avg FPS=194.39, Time=5.03ms
Frame 216: FPS=197.44, Avg FPS=194.41, Time=5.06ms
Frame 217: FPS=196.26, Avg FPS=194.42, Time=5.10ms
Frame 218: FPS=196.00, Avg FPS=194.42, Time=5.10ms
Frame 219: FPS=195.61, Avg FPS=194.43, Time=5.11ms
Frame 220: FPS=190.84, Avg FPS=194.41, Time=5.24ms
Frame 221: FPS=196.12, Avg FPS=194.42, Time=5.10ms
Frame 222: FPS=195.29, Avg FPS=194.42, Time=5.12ms
Frame 223: FPS=195.32, Avg FPS=194.43, Time=5.12ms
Frame 224: FPS=195.64, Avg FPS=194.43, Time=5.11ms
Frame 225: FPS=195.07, Avg FPS=194.43, Time=5.13ms
Frame 226: FPS=197.64, Avg FPS=194.45, Time=5.06ms
Frame 227: FPS=196.60, Avg FPS=194.46, Time=5.09ms
Frame 228: FPS=199.74, Avg FPS=194.48, Time=5.01ms
Frame 229: FPS=196.45, Avg FPS=194.49, Time=5.09ms
Frame 230: FPS=195.00, Avg FPS=194.49, Time=5.13ms
Frame 231: FPS=195.22, Avg FPS=194.49, Time=5.12ms
Frame 232: FPS=194.95, Avg FPS=194.50, Time=5.13ms
Frame 233: FPS=199.19, Avg FPS=194.52, Time=5.02ms
Frame 234: FPS=197.23, Avg FPS=194.53, Time=5.07ms
Frame 235: FPS=195.96, Avg FPS=194.53, Time=5.10ms
Frame 236: FPS=194.31, Avg FPS=194.53, Time=5.15ms
Frame 237: FPS=196.11, Avg FPS=194.54, Time=5.10ms
Frame 238: FPS=192.97, Avg FPS=194.53, Time=5.18ms
Frame 239: FPS=195.55, Avg FPS=194.54, Time=5.11ms
Frame 240: FPS=199.26, Avg FPS=194.56, Time=5.02ms
Frame 241: FPS=196.30, Avg FPS=194.56, Time=5.09ms
Frame 242: FPS=197.27, Avg FPS=194.57, Time=5.07ms
Frame 243: FPS=197.54, Avg FPS=194.59, Time=5.06ms
Frame 244: FPS=197.23, Avg FPS=194.60, Time=5.07ms
Frame 245: FPS=199.05, Avg FPS=194.61, Time=5.02ms
Frame 246: FPS=199.11, Avg FPS=194.63, Time=5.02ms
Frame 247: FPS=195.99, Avg FPS=194.64, Time=5.10ms
Frame 248: FPS=195.34, Avg FPS=194.64, Time=5.12ms
Frame 249: FPS=195.34, Avg FPS=194.64, Time=5.12ms
Frame 250: FPS=196.96, Avg FPS=194.65, Time=5.08ms
Frame 251: FPS=197.20, Avg FPS=194.66, Time=5.07ms
Frame 252: FPS=194.72, Avg FPS=194.66, Time=5.14ms
Frame 253: FPS=196.19, Avg FPS=194.67, Time=5.10ms
Frame 254: FPS=198.65, Avg FPS=194.68, Time=5.03ms
Frame 255: FPS=196.45, Avg FPS=194.69, Time=5.09ms
Frame 256: FPS=194.90, Avg FPS=194.69, Time=5.13ms
Frame 257: FPS=196.84, Avg FPS=194.70, Time=5.08ms
Frame 258: FPS=195.11, Avg FPS=194.70, Time=5.13ms
Frame 259: FPS=196.07, Avg FPS=194.71, Time=5.10ms
Frame 260: FPS=195.50, Avg FPS=194.71, Time=5.12ms
Frame 261: FPS=194.32, Avg FPS=194.71, Time=5.15ms
Frame 262: FPS=197.62, Avg FPS=194.72, Time=5.06ms
Frame 263: FPS=195.52, Avg FPS=194.72, Time=5.11ms
Frame 264: FPS=198.20, Avg FPS=194.74, Time=5.05ms
Frame 265: FPS=197.30, Avg FPS=194.75, Time=5.07ms
Frame 266: FPS=198.70, Avg FPS=194.76, Time=5.03ms
Frame 267: FPS=199.37, Avg FPS=194.78, Time=5.02ms
Frame 268: FPS=197.84, Avg FPS=194.79, Time=5.05ms
Frame 269: FPS=198.54, Avg FPS=194.80, Time=5.04ms
Frame 270: FPS=197.93, Avg FPS=194.81, Time=5.05ms
Frame 271: FPS=196.89, Avg FPS=194.82, Time=5.08ms
Frame 272: FPS=197.34, Avg FPS=194.83, Time=5.07ms
Frame 273: FPS=195.07, Avg FPS=194.83, Time=5.13ms
Frame 274: FPS=193.05, Avg FPS=194.82, Time=5.18ms
Frame 275: FPS=192.32, Avg FPS=194.81, Time=5.20ms
Frame 276: FPS=194.61, Avg FPS=194.81, Time=5.14ms
Frame 277: FPS=197.03, Avg FPS=194.82, Time=5.08ms
Frame 278: FPS=195.70, Avg FPS=194.83, Time=5.11ms
Frame 279: FPS=197.08, Avg FPS=194.83, Time=5.07ms
Frame 280: FPS=191.73, Avg FPS=194.82, Time=5.22ms
Frame 281: FPS=195.55, Avg FPS=194.82, Time=5.11ms
Frame 282: FPS=196.55, Avg FPS=194.83, Time=5.09ms
Frame 283: FPS=196.42, Avg FPS=194.84, Time=5.09ms
Frame 284: FPS=194.38, Avg FPS=194.83, Time=5.14ms
Frame 285: FPS=194.06, Avg FPS=194.83, Time=5.15ms
Frame 286: FPS=194.27, Avg FPS=194.83, Time=5.15ms
Frame 287: FPS=201.43, Avg FPS=194.85, Time=4.96ms
Frame 288: FPS=197.49, Avg FPS=194.86, Time=5.06ms
Frame 289: FPS=201.51, Avg FPS=194.88, Time=4.96ms
Frame 290: FPS=198.88, Avg FPS=194.90, Time=5.03ms
Frame 291: FPS=195.74, Avg FPS=194.90, Time=5.11ms
Frame 292: FPS=198.49, Avg FPS=194.91, Time=5.04ms
Frame 293: FPS=198.70, Avg FPS=194.92, Time=5.03ms
Frame 294: FPS=195.37, Avg FPS=194.93, Time=5.12ms
Frame 295: FPS=190.25, Avg FPS=194.91, Time=5.26ms
Frame 296: FPS=197.19, Avg FPS=194.92, Time=5.07ms
Frame 297: FPS=198.09, Avg FPS=194.93, Time=5.05ms
Frame 298: FPS=199.27, Avg FPS=194.94, Time=5.02ms
Frame 299: FPS=198.33, Avg FPS=194.95, Time=5.04ms
Frame 300: FPS=197.51, Avg FPS=194.96, Time=5.06ms
Frame 301: FPS=195.84, Avg FPS=194.96, Time=5.11ms
Frame 302: FPS=197.13, Avg FPS=194.97, Time=5.07ms
Frame 303: FPS=193.75, Avg FPS=194.97, Time=5.16ms
Frame 304: FPS=199.57, Avg FPS=194.98, Time=5.01ms
Frame 305: FPS=196.75, Avg FPS=194.99, Time=5.08ms
Frame 306: FPS=196.54, Avg FPS=194.99, Time=5.09ms
Frame 307: FPS=196.34, Avg FPS=195.00, Time=5.09ms
Frame 308: FPS=198.13, Avg FPS=195.01, Time=5.05ms
Frame 309: FPS=196.35, Avg FPS=195.01, Time=5.09ms
Frame 310: FPS=197.68, Avg FPS=195.02, Time=5.06ms
Frame 311: FPS=195.17, Avg FPS=195.02, Time=5.12ms
Frame 312: FPS=196.66, Avg FPS=195.03, Time=5.08ms
Frame 313: FPS=195.89, Avg FPS=195.03, Time=5.11ms
Frame 314: FPS=195.27, Avg FPS=195.03, Time=5.12ms
Frame 315: FPS=195.58, Avg FPS=195.03, Time=5.11ms
Frame 316: FPS=198.04, Avg FPS=195.04, Time=5.05ms
Frame 317: FPS=196.73, Avg FPS=195.05, Time=5.08ms
Frame 318: FPS=194.55, Avg FPS=195.04, Time=5.14ms
Frame 319: FPS=197.30, Avg FPS=195.05, Time=5.07ms
Frame 320: FPS=196.18, Avg FPS=195.06, Time=5.10ms
Frame 321: FPS=195.78, Avg FPS=195.06, Time=5.11ms
Frame 322: FPS=189.68, Avg FPS=195.04, Time=5.27ms
Frame 323: FPS=195.87, Avg FPS=195.04, Time=5.11ms
Frame 324: FPS=197.81, Avg FPS=195.05, Time=5.06ms
Frame 325: FPS=201.45, Avg FPS=195.07, Time=4.96ms
Frame 326: FPS=196.20, Avg FPS=195.07, Time=5.10ms
Frame 327: FPS=197.03, Avg FPS=195.08, Time=5.08ms
Frame 328: FPS=192.81, Avg FPS=195.07, Time=5.19ms
Frame 329: FPS=196.66, Avg FPS=195.08, Time=5.08ms
Frame 330: FPS=199.13, Avg FPS=195.09, Time=5.02ms
Frame 331: FPS=203.11, Avg FPS=195.11, Time=4.92ms
Frame 332: FPS=201.56, Avg FPS=195.13, Time=4.96ms
Frame 333: FPS=199.61, Avg FPS=195.14, Time=5.01ms
Frame 334: FPS=196.82, Avg FPS=195.15, Time=5.08ms
Frame 335: FPS=195.61, Avg FPS=195.15, Time=5.11ms
Frame 336: FPS=199.22, Avg FPS=195.16, Time=5.02ms
Frame 337: FPS=196.09, Avg FPS=195.17, Time=5.10ms
Frame 338: FPS=195.81, Avg FPS=195.17, Time=5.11ms
Frame 339: FPS=198.27, Avg FPS=195.18, Time=5.04ms
Frame 340: FPS=195.67, Avg FPS=195.18, Time=5.11ms
Frame 341: FPS=197.05, Avg FPS=195.18, Time=5.07ms
Frame 342: FPS=197.30, Avg FPS=195.19, Time=5.07ms
Frame 343: FPS=198.03, Avg FPS=195.20, Time=5.05ms
Frame 344: FPS=198.19, Avg FPS=195.21, Time=5.05ms
Frame 345: FPS=198.76, Avg FPS=195.22, Time=5.03ms
Frame 346: FPS=198.46, Avg FPS=195.23, Time=5.04ms
Frame 347: FPS=199.66, Avg FPS=195.24, Time=5.01ms
Frame 348: FPS=198.01, Avg FPS=195.25, Time=5.05ms
Frame 349: FPS=198.20, Avg FPS=195.25, Time=5.05ms
Frame 350: FPS=198.51, Avg FPS=195.26, Time=5.04ms
Frame 351: FPS=197.34, Avg FPS=195.27, Time=5.07ms
Frame 352: FPS=198.18, Avg FPS=195.28, Time=5.05ms
Frame 353: FPS=198.87, Avg FPS=195.29, Time=5.03ms
Frame 354: FPS=197.07, Avg FPS=195.29, Time=5.07ms
Frame 355: FPS=198.53, Avg FPS=195.30, Time=5.04ms
Frame 356: FPS=197.68, Avg FPS=195.31, Time=5.06ms
Frame 357: FPS=198.84, Avg FPS=195.32, Time=5.03ms
Frame 358: FPS=198.30, Avg FPS=195.33, Time=5.04ms
Frame 359: FPS=196.34, Avg FPS=195.33, Time=5.09ms
Frame 360: FPS=197.15, Avg FPS=195.33, Time=5.07ms
Frame 361: FPS=197.32, Avg FPS=195.34, Time=5.07ms
Frame 362: FPS=196.92, Avg FPS=195.34, Time=5.08ms
Frame 363: FPS=198.19, Avg FPS=195.35, Time=5.05ms
Frame 364: FPS=197.77, Avg FPS=195.36, Time=5.06ms
Frame 365: FPS=199.33, Avg FPS=195.37, Time=5.02ms
Frame 366: FPS=195.98, Avg FPS=195.37, Time=5.10ms
Frame 367: FPS=192.35, Avg FPS=195.36, Time=5.20ms
Frame 368: FPS=197.47, Avg FPS=195.37, Time=5.06ms
Frame 369: FPS=195.40, Avg FPS=195.37, Time=5.12ms
Frame 370: FPS=195.10, Avg FPS=195.37, Time=5.13ms
Frame 371: FPS=190.96, Avg FPS=195.35, Time=5.24ms
Frame 372: FPS=195.30, Avg FPS=195.35, Time=5.12ms
Frame 373: FPS=195.35, Avg FPS=195.35, Time=5.12ms
Frame 374: FPS=197.29, Avg FPS=195.36, Time=5.07ms
Frame 375: FPS=194.86, Avg FPS=195.36, Time=5.13ms
Frame 376: FPS=194.46, Avg FPS=195.36, Time=5.14ms
Frame 377: FPS=196.56, Avg FPS=195.36, Time=5.09ms
Frame 378: FPS=196.27, Avg FPS=195.36, Time=5.10ms
Frame 379: FPS=196.74, Avg FPS=195.36, Time=5.08ms
Frame 380: FPS=196.38, Avg FPS=195.37, Time=5.09ms
Frame 381: FPS=192.51, Avg FPS=195.36, Time=5.19ms
Frame 382: FPS=190.99, Avg FPS=195.35, Time=5.24ms
Frame 383: FPS=194.31, Avg FPS=195.35, Time=5.15ms
Frame 384: FPS=196.31, Avg FPS=195.35, Time=5.09ms
Frame 385: FPS=198.02, Avg FPS=195.35, Time=5.05ms
Frame 386: FPS=197.47, Avg FPS=195.36, Time=5.06ms
Frame 387: FPS=196.33, Avg FPS=195.36, Time=5.09ms
Frame 388: FPS=193.86, Avg FPS=195.36, Time=5.16ms
Frame 389: FPS=198.07, Avg FPS=195.37, Time=5.05ms
Frame 390: FPS=196.28, Avg FPS=195.37, Time=5.09ms
Frame 391: FPS=136.91, Avg FPS=195.16, Time=7.30ms
Frame 392: FPS=176.19, Avg FPS=195.10, Time=5.68ms
Frame 393: FPS=200.68, Avg FPS=195.12, Time=4.98ms
Frame 394: FPS=200.76, Avg FPS=195.13, Time=4.98ms
Frame 395: FPS=200.63, Avg FPS=195.14, Time=4.98ms
Frame 396: FPS=201.29, Avg FPS=195.16, Time=4.97ms
Frame 397: FPS=199.11, Avg FPS=195.17, Time=5.02ms
Frame 398: FPS=199.52, Avg FPS=195.18, Time=5.01ms
Frame 399: FPS=199.24, Avg FPS=195.19, Time=5.02ms
Frame 400: FPS=198.30, Avg FPS=195.20, Time=5.04ms
Frame 401: FPS=199.39, Avg FPS=195.21, Time=5.02ms
Frame 402: FPS=198.46, Avg FPS=195.21, Time=5.04ms
Frame 403: FPS=197.53, Avg FPS=195.22, Time=5.06ms
Frame 404: FPS=199.88, Avg FPS=195.23, Time=5.00ms
Frame 405: FPS=194.64, Avg FPS=195.23, Time=5.14ms
