[train: 41, 50 / 3125] FPS: 129.4 (313.9)  ,  Loss/total: 0.64133  ,  Loss/giou: 0.16210  ,  Loss/l1: 0.01281  ,  Loss/location: 0.25310  ,  Loss/task_class: 0.00000  ,  IoU: 0.84652  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 300 / 1875] FPS: 186.2 (317.6)  ,  Loss/total: 0.90817  ,  Loss/giou: 0.21963  ,  Loss/l1: 0.02028  ,  Loss/location: 0.36752  ,  Loss/task_class: 0.00000  ,  IoU: 0.79611  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 350 / 1875] FPS: 188.8 (324.4)  ,  Loss/total: 0.91014  ,  Loss/giou: 0.21986  ,  Loss/l1: 0.02030  ,  Loss/location: 0.36892  ,  Loss/task_class: 0.00000  ,  IoU: 0.79579  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 400 / 1875] FPS: 191.2 (326.6)  ,  Loss/total: 0.91134  ,  Loss/giou: 0.21991  ,  Loss/l1: 0.02027  ,  Loss/location: 0.37015  ,  Loss/task_class: 0.00000  ,  IoU: 0.79562  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 450 / 1875] FPS: 189.2 (334.5)  ,  Loss/total: 0.91138  ,  Loss/giou: 0.21997  ,  Loss/l1: 0.02022  ,  Loss/location: 0.37034  ,  Loss/task_class: 0.00000  ,  IoU: 0.79514  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 500 / 1875] FPS: 191.6 (318.3)  ,  Loss/total: 0.90987  ,  Loss/giou: 0.21923  ,  Loss/l1: 0.02010  ,  Loss/location: 0.37090  ,  Loss/task_class: 0.00000  ,  IoU: 0.79573  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 550 / 1875] FPS: 193.5 (321.3)  ,  Loss/total: 0.90631  ,  Loss/giou: 0.21830  ,  Loss/l1: 0.01989  ,  Loss/location: 0.37028  ,  Loss/task_class: 0.00000  ,  IoU: 0.79636  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 600 / 1875] FPS: 194.6 (310.5)  ,  Loss/total: 0.90235  ,  Loss/giou: 0.21745  ,  Loss/l1: 0.01977  ,  Loss/location: 0.36860  ,  Loss/task_class: 0.00000  ,  IoU: 0.79707  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 650 / 1875] FPS: 191.9 (34.8)  ,  Loss/total: 0.90161  ,  Loss/giou: 0.21725  ,  Loss/l1: 0.01965  ,  Loss/location: 0.36861  ,  Loss/task_class: 0.00024  ,  IoU: 0.79710  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 700 / 1875] FPS: 193.2 (42.6)  ,  Loss/total: 0.90113  ,  Loss/giou: 0.21720  ,  Loss/l1: 0.01957  ,  Loss/location: 0.36865  ,  Loss/task_class: 0.00022  ,  IoU: 0.79707  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 750 / 1875] FPS: 194.6 (67.2)  ,  Loss/total: 0.90132  ,  Loss/giou: 0.21732  ,  Loss/l1: 0.01959  ,  Loss/location: 0.36842  ,  Loss/task_class: 0.00033  ,  IoU: 0.79703  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 800 / 1875] FPS: 195.6 (315.1)  ,  Loss/total: 0.89893  ,  Loss/giou: 0.21682  ,  Loss/l1: 0.01946  ,  Loss/location: 0.36733  ,  Loss/task_class: 0.00063  ,  IoU: 0.79739  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 850 / 1875] FPS: 195.6 (330.9)  ,  Loss/total: 0.89686  ,  Loss/giou: 0.21638  ,  Loss/l1: 0.01944  ,  Loss/location: 0.36632  ,  Loss/task_class: 0.00060  ,  IoU: 0.79781  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 900 / 1875] FPS: 196.5 (334.3)  ,  Loss/total: 0.89957  ,  Loss/giou: 0.21705  ,  Loss/l1: 0.01952  ,  Loss/location: 0.36732  ,  Loss/task_class: 0.00056  ,  IoU: 0.79727  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 950 / 1875] FPS: 196.8 (334.8)  ,  Loss/total: 0.89929  ,  Loss/giou: 0.21698  ,  Loss/l1: 0.01948  ,  Loss/location: 0.36736  ,  Loss/task_class: 0.00053  ,  IoU: 0.79724  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1000 / 1875] FPS: 197.2 (337.6)  ,  Loss/total: 0.89891  ,  Loss/giou: 0.21677  ,  Loss/l1: 0.01942  ,  Loss/location: 0.36778  ,  Loss/task_class: 0.00051  ,  IoU: 0.79733  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1050 / 1875] FPS: 198.2 (330.2)  ,  Loss/total: 0.90082  ,  Loss/giou: 0.21722  ,  Loss/l1: 0.01945  ,  Loss/location: 0.36860  ,  Loss/task_class: 0.00056  ,  IoU: 0.79690  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1100 / 1875] FPS: 198.7 (329.1)  ,  Loss/total: 0.89954  ,  Loss/giou: 0.21685  ,  Loss/l1: 0.01944  ,  Loss/location: 0.36809  ,  Loss/task_class: 0.00054  ,  IoU: 0.79723  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1150 / 1875] FPS: 198.4 (333.3)  ,  Loss/total: 0.90056  ,  Loss/giou: 0.21718  ,  Loss/l1: 0.01949  ,  Loss/location: 0.36824  ,  Loss/task_class: 0.00052  ,  IoU: 0.79701  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1200 / 1875] FPS: 198.9 (277.7)  ,  Loss/total: 0.89892  ,  Loss/giou: 0.21677  ,  Loss/l1: 0.01945  ,  Loss/location: 0.36764  ,  Loss/task_class: 0.00049  ,  IoU: 0.79732  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1250 / 1875] FPS: 199.4 (321.2)  ,  Loss/total: 0.89981  ,  Loss/giou: 0.21700  ,  Loss/l1: 0.01951  ,  Loss/location: 0.36779  ,  Loss/task_class: 0.00047  ,  IoU: 0.79724  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1300 / 1875] FPS: 199.9 (326.9)  ,  Loss/total: 0.89933  ,  Loss/giou: 0.21696  ,  Loss/l1: 0.01950  ,  Loss/location: 0.36745  ,  Loss/task_class: 0.00046  ,  IoU: 0.79723  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1350 / 1875] FPS: 199.9 (312.9)  ,  Loss/total: 0.89957  ,  Loss/giou: 0.21696  ,  Loss/l1: 0.01949  ,  Loss/location: 0.36775  ,  Loss/task_class: 0.00044  ,  IoU: 0.79724  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1400 / 1875] FPS: 200.3 (328.4)  ,  Loss/total: 0.89982  ,  Loss/giou: 0.21705  ,  Loss/l1: 0.01953  ,  Loss/location: 0.36763  ,  Loss/task_class: 0.00042  ,  IoU: 0.79718  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1450 / 1875] FPS: 200.5 (289.6)  ,  Loss/total: 0.89833  ,  Loss/giou: 0.21667  ,  Loss/l1: 0.01946  ,  Loss/location: 0.36727  ,  Loss/task_class: 0.00041  ,  IoU: 0.79748  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1500 / 1875] FPS: 200.6 (327.0)  ,  Loss/total: 0.90036  ,  Loss/giou: 0.21709  ,  Loss/l1: 0.01952  ,  Loss/location: 0.36819  ,  Loss/task_class: 0.00040  ,  IoU: 0.79716  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1550 / 1875] FPS: 200.7 (292.5)  ,  Loss/total: 0.90062  ,  Loss/giou: 0.21723  ,  Loss/l1: 0.01955  ,  Loss/location: 0.36785  ,  Loss/task_class: 0.00057  ,  IoU: 0.79707  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1600 / 1875] FPS: 201.3 (330.2)  ,  Loss/total: 0.90075  ,  Loss/giou: 0.21739  ,  Loss/l1: 0.01959  ,  Loss/location: 0.36745  ,  Loss/task_class: 0.00055  ,  IoU: 0.79695  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1650 / 1875] FPS: 201.4 (320.0)  ,  Loss/total: 0.90210  ,  Loss/giou: 0.21765  ,  Loss/l1: 0.01965  ,  Loss/location: 0.36803  ,  Loss/task_class: 0.00054  ,  IoU: 0.79675  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1700 / 1875] FPS: 201.8 (330.0)  ,  Loss/total: 0.90246  ,  Loss/giou: 0.21773  ,  Loss/l1: 0.01969  ,  Loss/location: 0.36803  ,  Loss/task_class: 0.00052  ,  IoU: 0.79674  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1750 / 1875] FPS: 202.0 (332.9)  ,  Loss/total: 0.90160  ,  Loss/giou: 0.21765  ,  Loss/l1: 0.01967  ,  Loss/location: 0.36745  ,  Loss/task_class: 0.00051  ,  IoU: 0.79682  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1800 / 1875] FPS: 202.5 (307.4)  ,  Loss/total: 0.90026  ,  Loss/giou: 0.21731  ,  Loss/l1: 0.01963  ,  Loss/location: 0.36702  ,  Loss/task_class: 0.00049  ,  IoU: 0.79706  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1850 / 1875] FPS: 202.0 (323.4)  ,  Loss/total: 0.89972  ,  Loss/giou: 0.21712  ,  Loss/l1: 0.01958  ,  Loss/location: 0.36711  ,  Loss/task_class: 0.00048  ,  IoU: 0.79714  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 41, 1875 / 1875] FPS: 202.8 (340.9)  ,  Loss/total: 0.89951  ,  Loss/giou: 0.21702  ,  Loss/l1: 0.01957  ,  Loss/location: 0.36713  ,  Loss/task_class: 0.00047  ,  IoU: 0.79723  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 50 / 1875] FPS: 171.0 (331.9)  ,  Loss/total: 0.88712  ,  Loss/giou: 0.21127  ,  Loss/l1: 0.01957  ,  Loss/location: 0.36675  ,  Loss/task_class: 0.00000  ,  IoU: 0.80265  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 100 / 1875] FPS: 185.7 (335.7)  ,  Loss/total: 0.88711  ,  Loss/giou: 0.21346  ,  Loss/l1: 0.01967  ,  Loss/location: 0.36185  ,  Loss/task_class: 0.00000  ,  IoU: 0.80097  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 150 / 1875] FPS: 194.7 (322.3)  ,  Loss/total: 0.89603  ,  Loss/giou: 0.21656  ,  Loss/l1: 0.02003  ,  Loss/location: 0.36277  ,  Loss/task_class: 0.00000  ,  IoU: 0.79872  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 200 / 1875] FPS: 200.5 (328.2)  ,  Loss/total: 0.89579  ,  Loss/giou: 0.21628  ,  Loss/l1: 0.01980  ,  Loss/location: 0.36423  ,  Loss/task_class: 0.00000  ,  IoU: 0.79865  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 250 / 1875] FPS: 198.4 (333.9)  ,  Loss/total: 0.89518  ,  Loss/giou: 0.21662  ,  Loss/l1: 0.01966  ,  Loss/location: 0.36366  ,  Loss/task_class: 0.00000  ,  IoU: 0.79827  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 300 / 1875] FPS: 200.5 (339.0)  ,  Loss/total: 0.89492  ,  Loss/giou: 0.21713  ,  Loss/l1: 0.01979  ,  Loss/location: 0.36171  ,  Loss/task_class: 0.00000  ,  IoU: 0.79789  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 350 / 1875] FPS: 199.5 (337.0)  ,  Loss/total: 0.89331  ,  Loss/giou: 0.21650  ,  Loss/l1: 0.01967  ,  Loss/location: 0.36194  ,  Loss/task_class: 0.00000  ,  IoU: 0.79817  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 400 / 1875] FPS: 201.3 (325.5)  ,  Loss/total: 0.89170  ,  Loss/giou: 0.21604  ,  Loss/l1: 0.01962  ,  Loss/location: 0.36152  ,  Loss/task_class: 0.00000  ,  IoU: 0.79852  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 450 / 1875] FPS: 203.6 (326.9)  ,  Loss/total: 0.89301  ,  Loss/giou: 0.21659  ,  Loss/l1: 0.01968  ,  Loss/location: 0.36144  ,  Loss/task_class: 0.00000  ,  IoU: 0.79811  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 500 / 1875] FPS: 204.3 (329.4)  ,  Loss/total: 0.89174  ,  Loss/giou: 0.21640  ,  Loss/l1: 0.01963  ,  Loss/location: 0.36079  ,  Loss/task_class: 0.00000  ,  IoU: 0.79831  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 550 / 1875] FPS: 204.3 (330.3)  ,  Loss/total: 0.88931  ,  Loss/giou: 0.21597  ,  Loss/l1: 0.01946  ,  Loss/location: 0.36007  ,  Loss/task_class: 0.00000  ,  IoU: 0.79863  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 600 / 1875] FPS: 203.7 (324.9)  ,  Loss/total: 0.89076  ,  Loss/giou: 0.21644  ,  Loss/l1: 0.01958  ,  Loss/location: 0.35997  ,  Loss/task_class: 0.00000  ,  IoU: 0.79837  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 650 / 1875] FPS: 204.3 (282.1)  ,  Loss/total: 0.89185  ,  Loss/giou: 0.21659  ,  Loss/l1: 0.01956  ,  Loss/location: 0.36086  ,  Loss/task_class: 0.00000  ,  IoU: 0.79818  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 700 / 1875] FPS: 205.5 (326.4)  ,  Loss/total: 0.89057  ,  Loss/giou: 0.21637  ,  Loss/l1: 0.01952  ,  Loss/location: 0.36023  ,  Loss/task_class: 0.00000  ,  IoU: 0.79834  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 750 / 1875] FPS: 205.6 (324.0)  ,  Loss/total: 0.89102  ,  Loss/giou: 0.21631  ,  Loss/l1: 0.01951  ,  Loss/location: 0.36084  ,  Loss/task_class: 0.00000  ,  IoU: 0.79845  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 800 / 1875] FPS: 206.2 (324.2)  ,  Loss/total: 0.88977  ,  Loss/giou: 0.21589  ,  Loss/l1: 0.01944  ,  Loss/location: 0.36078  ,  Loss/task_class: 0.00000  ,  IoU: 0.79876  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 850 / 1875] FPS: 205.0 (323.1)  ,  Loss/total: 0.88918  ,  Loss/giou: 0.21586  ,  Loss/l1: 0.01945  ,  Loss/location: 0.36005  ,  Loss/task_class: 0.00017  ,  IoU: 0.79875  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 900 / 1875] FPS: 205.4 (332.1)  ,  Loss/total: 0.88866  ,  Loss/giou: 0.21562  ,  Loss/l1: 0.01940  ,  Loss/location: 0.36020  ,  Loss/task_class: 0.00020  ,  IoU: 0.79892  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 950 / 1875] FPS: 206.5 (332.5)  ,  Loss/total: 0.88911  ,  Loss/giou: 0.21558  ,  Loss/l1: 0.01942  ,  Loss/location: 0.36064  ,  Loss/task_class: 0.00019  ,  IoU: 0.79898  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1000 / 1875] FPS: 205.8 (335.3)  ,  Loss/total: 0.88875  ,  Loss/giou: 0.21555  ,  Loss/l1: 0.01944  ,  Loss/location: 0.36028  ,  Loss/task_class: 0.00018  ,  IoU: 0.79902  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1050 / 1875] FPS: 206.2 (308.7)  ,  Loss/total: 0.88680  ,  Loss/giou: 0.21503  ,  Loss/l1: 0.01936  ,  Loss/location: 0.35980  ,  Loss/task_class: 0.00017  ,  IoU: 0.79936  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1100 / 1875] FPS: 206.9 (327.2)  ,  Loss/total: 0.88793  ,  Loss/giou: 0.21528  ,  Loss/l1: 0.01941  ,  Loss/location: 0.36017  ,  Loss/task_class: 0.00016  ,  IoU: 0.79916  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1150 / 1875] FPS: 206.3 (320.9)  ,  Loss/total: 0.88664  ,  Loss/giou: 0.21504  ,  Loss/l1: 0.01937  ,  Loss/location: 0.35957  ,  Loss/task_class: 0.00016  ,  IoU: 0.79938  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1200 / 1875] FPS: 206.9 (302.0)  ,  Loss/total: 0.88732  ,  Loss/giou: 0.21517  ,  Loss/l1: 0.01942  ,  Loss/location: 0.35968  ,  Loss/task_class: 0.00020  ,  IoU: 0.79935  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1250 / 1875] FPS: 206.6 (328.0)  ,  Loss/total: 0.88674  ,  Loss/giou: 0.21501  ,  Loss/l1: 0.01944  ,  Loss/location: 0.35932  ,  Loss/task_class: 0.00020  ,  IoU: 0.79958  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1300 / 1875] FPS: 206.5 (333.7)  ,  Loss/total: 0.88674  ,  Loss/giou: 0.21502  ,  Loss/l1: 0.01946  ,  Loss/location: 0.35920  ,  Loss/task_class: 0.00019  ,  IoU: 0.79958  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1350 / 1875] FPS: 206.5 (326.1)  ,  Loss/total: 0.88764  ,  Loss/giou: 0.21528  ,  Loss/l1: 0.01949  ,  Loss/location: 0.35944  ,  Loss/task_class: 0.00018  ,  IoU: 0.79935  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1400 / 1875] FPS: 206.8 (330.6)  ,  Loss/total: 0.88691  ,  Loss/giou: 0.21514  ,  Loss/l1: 0.01948  ,  Loss/location: 0.35904  ,  Loss/task_class: 0.00018  ,  IoU: 0.79944  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1450 / 1875] FPS: 207.1 (327.7)  ,  Loss/total: 0.88707  ,  Loss/giou: 0.21520  ,  Loss/l1: 0.01950  ,  Loss/location: 0.35900  ,  Loss/task_class: 0.00017  ,  IoU: 0.79935  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1500 / 1875] FPS: 207.1 (329.4)  ,  Loss/total: 0.88772  ,  Loss/giou: 0.21522  ,  Loss/l1: 0.01949  ,  Loss/location: 0.35967  ,  Loss/task_class: 0.00016  ,  IoU: 0.79932  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1550 / 1875] FPS: 207.4 (315.6)  ,  Loss/total: 0.88765  ,  Loss/giou: 0.21523  ,  Loss/l1: 0.01948  ,  Loss/location: 0.35963  ,  Loss/task_class: 0.00016  ,  IoU: 0.79930  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1600 / 1875] FPS: 207.6 (333.4)  ,  Loss/total: 0.88754  ,  Loss/giou: 0.21514  ,  Loss/l1: 0.01946  ,  Loss/location: 0.35970  ,  Loss/task_class: 0.00026  ,  IoU: 0.79935  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1650 / 1875] FPS: 207.6 (334.0)  ,  Loss/total: 0.88708  ,  Loss/giou: 0.21499  ,  Loss/l1: 0.01944  ,  Loss/location: 0.35963  ,  Loss/task_class: 0.00026  ,  IoU: 0.79950  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1700 / 1875] FPS: 207.3 (326.6)  ,  Loss/total: 0.88659  ,  Loss/giou: 0.21485  ,  Loss/l1: 0.01943  ,  Loss/location: 0.35952  ,  Loss/task_class: 0.00025  ,  IoU: 0.79958  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1750 / 1875] FPS: 207.2 (309.8)  ,  Loss/total: 0.88561  ,  Loss/giou: 0.21460  ,  Loss/l1: 0.01939  ,  Loss/location: 0.35922  ,  Loss/task_class: 0.00024  ,  IoU: 0.79979  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1800 / 1875] FPS: 207.6 (329.7)  ,  Loss/total: 0.88600  ,  Loss/giou: 0.21455  ,  Loss/l1: 0.01939  ,  Loss/location: 0.35974  ,  Loss/task_class: 0.00024  ,  IoU: 0.79983  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1850 / 1875] FPS: 208.0 (326.0)  ,  Loss/total: 0.88596  ,  Loss/giou: 0.21457  ,  Loss/l1: 0.01940  ,  Loss/location: 0.35958  ,  Loss/task_class: 0.00023  ,  IoU: 0.79980  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 42, 1875 / 1875] FPS: 208.5 (339.9)  ,  Loss/total: 0.88557  ,  Loss/giou: 0.21456  ,  Loss/l1: 0.01939  ,  Loss/location: 0.35926  ,  Loss/task_class: 0.00023  ,  IoU: 0.79980  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 50 / 1875] FPS: 137.0 (327.1)  ,  Loss/total: 0.90867  ,  Loss/giou: 0.21879  ,  Loss/l1: 0.02100  ,  Loss/location: 0.36609  ,  Loss/task_class: 0.00000  ,  IoU: 0.79779  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 100 / 1875] FPS: 171.7 (334.4)  ,  Loss/total: 0.89932  ,  Loss/giou: 0.21675  ,  Loss/l1: 0.01982  ,  Loss/location: 0.36673  ,  Loss/task_class: 0.00000  ,  IoU: 0.79788  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 150 / 1875] FPS: 181.8 (337.8)  ,  Loss/total: 0.89855  ,  Loss/giou: 0.21666  ,  Loss/l1: 0.02021  ,  Loss/location: 0.36417  ,  Loss/task_class: 0.00000  ,  IoU: 0.79886  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 200 / 1875] FPS: 188.7 (330.0)  ,  Loss/total: 0.89883  ,  Loss/giou: 0.21710  ,  Loss/l1: 0.02040  ,  Loss/location: 0.36266  ,  Loss/task_class: 0.00000  ,  IoU: 0.79875  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 250 / 1875] FPS: 192.7 (334.3)  ,  Loss/total: 0.89297  ,  Loss/giou: 0.21632  ,  Loss/l1: 0.02011  ,  Loss/location: 0.35976  ,  Loss/task_class: 0.00000  ,  IoU: 0.79913  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 300 / 1875] FPS: 194.4 (332.9)  ,  Loss/total: 0.88860  ,  Loss/giou: 0.21522  ,  Loss/l1: 0.01981  ,  Loss/location: 0.35911  ,  Loss/task_class: 0.00000  ,  IoU: 0.79970  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 350 / 1875] FPS: 195.4 (333.1)  ,  Loss/total: 0.89080  ,  Loss/giou: 0.21551  ,  Loss/l1: 0.01978  ,  Loss/location: 0.36087  ,  Loss/task_class: 0.00000  ,  IoU: 0.79919  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
[train: 43, 400 / 1875] FPS: 196.6 (328.8)  ,  Loss/total: 0.88981  ,  Loss/giou: 0.21528  ,  Loss/l1: 0.01979  ,  Loss/location: 0.36029  ,  Loss/task_class: 0.00000  ,  IoU: 0.79941  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000
