[train: 1, 50 / 3125] FPS: 131.3 (161.9)  ,  Loss/total: 77.58088  ,  Loss/giou: 1.08564  ,  Loss/l1: 0.29580  ,  Loss/location: 72.89939  ,  Loss/task_class: 1.03122  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.08875
[train: 1, 1200 / 3125] FPS: 168.1 (184.7)  ,  Loss/total: 11.49296  ,  Loss/giou: 0.79131  ,  Loss/l1: 0.14565  ,  Loss/location: 9.04300  ,  Loss/task_class: 0.13910  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.32122
[train: 1, 1250 / 3125] FPS: 168.3 (188.3)  ,  Loss/total: 11.13208  ,  Loss/giou: 0.78113  ,  Loss/l1: 0.14250  ,  Loss/location: 8.72367  ,  Loss/task_class: 0.13363  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.32972
[train: 1, 1300 / 3125] FPS: 168.7 (180.3)  ,  Loss/total: 10.79410  ,  Loss/giou: 0.77054  ,  Loss/l1: 0.13935  ,  Loss/location: 8.42767  ,  Loss/task_class: 0.12858  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.33841
[train: 1, 1350 / 3125] FPS: 169.0 (162.2)  ,  Loss/total: 10.48102  ,  Loss/giou: 0.76119  ,  Loss/l1: 0.13655  ,  Loss/location: 8.15185  ,  Loss/task_class: 0.12404  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.34627
[train: 1, 1400 / 3125] FPS: 169.2 (151.1)  ,  Loss/total: 10.18447  ,  Loss/giou: 0.75123  ,  Loss/l1: 0.13370  ,  Loss/location: 7.89384  ,  Loss/task_class: 0.11968  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.35455
[train: 1, 1450 / 3125] FPS: 169.5 (181.3)  ,  Loss/total: 9.91038  ,  Loss/giou: 0.74242  ,  Loss/l1: 0.13119  ,  Loss/location: 7.65395  ,  Loss/task_class: 0.11564  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.36187
[train: 1, 1500 / 3125] FPS: 169.5 (178.3)  ,  Loss/total: 9.65244  ,  Loss/giou: 0.73391  ,  Loss/l1: 0.12875  ,  Loss/location: 7.42900  ,  Loss/task_class: 0.11186  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.36886
[train: 1, 1550 / 3125] FPS: 169.7 (185.8)  ,  Loss/total: 9.40895  ,  Loss/giou: 0.72529  ,  Loss/l1: 0.12640  ,  Loss/location: 7.21785  ,  Loss/task_class: 0.10851  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.37598
[train: 1, 1600 / 3125] FPS: 164.2 (7.9)  ,  Loss/total: 9.17648  ,  Loss/giou: 0.71648  ,  Loss/l1: 0.12401  ,  Loss/location: 7.01816  ,  Loss/task_class: 0.10530  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.38312
[train: 1, 1650 / 3125] FPS: 154.1 (21.5)  ,  Loss/total: 8.96080  ,  Loss/giou: 0.70894  ,  Loss/l1: 0.12189  ,  Loss/location: 6.83131  ,  Loss/task_class: 0.10215  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.38933
[train: 1, 1700 / 3125] FPS: 147.8 (17.2)  ,  Loss/total: 8.75549  ,  Loss/giou: 0.70139  ,  Loss/l1: 0.11982  ,  Loss/location: 6.65443  ,  Loss/task_class: 0.09917  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.39553
[train: 1, 1750 / 3125] FPS: 137.0 (190.1)  ,  Loss/total: 8.56279  ,  Loss/giou: 0.69454  ,  Loss/l1: 0.11796  ,  Loss/location: 6.48746  ,  Loss/task_class: 0.09646  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.40124
[train: 1, 1800 / 3125] FPS: 132.4 (190.0)  ,  Loss/total: 8.37918  ,  Loss/giou: 0.68772  ,  Loss/l1: 0.11613  ,  Loss/location: 6.32930  ,  Loss/task_class: 0.09381  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.40688
[train: 1, 1850 / 3125] FPS: 130.9 (145.8)  ,  Loss/total: 8.20567  ,  Loss/giou: 0.68133  ,  Loss/l1: 0.11439  ,  Loss/location: 6.17970  ,  Loss/task_class: 0.09138  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.41206
[train: 1, 1900 / 3125] FPS: 131.7 (176.8)  ,  Loss/total: 8.03979  ,  Loss/giou: 0.67502  ,  Loss/l1: 0.11270  ,  Loss/location: 6.03724  ,  Loss/task_class: 0.08900  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.41723
[train: 1, 1950 / 3125] FPS: 132.6 (182.6)  ,  Loss/total: 7.88235  ,  Loss/giou: 0.66888  ,  Loss/l1: 0.11112  ,  Loss/location: 5.90222  ,  Loss/task_class: 0.08679  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.42234
[train: 1, 2000 / 3125] FPS: 133.5 (182.5)  ,  Loss/total: 7.72916  ,  Loss/giou: 0.66234  ,  Loss/l1: 0.10946  ,  Loss/location: 5.77245  ,  Loss/task_class: 0.08474  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.42765
[train: 1, 2050 / 3125] FPS: 134.3 (175.2)  ,  Loss/total: 7.58449  ,  Loss/giou: 0.65640  ,  Loss/l1: 0.10795  ,  Loss/location: 5.64925  ,  Loss/task_class: 0.08270  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.43254
[train: 1, 2100 / 3125] FPS: 135.0 (165.6)  ,  Loss/total: 7.44584  ,  Loss/giou: 0.65060  ,  Loss/l1: 0.10647  ,  Loss/location: 5.53141  ,  Loss/task_class: 0.08089  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.43733
[train: 1, 2150 / 3125] FPS: 135.4 (175.5)  ,  Loss/total: 7.31465  ,  Loss/giou: 0.64537  ,  Loss/l1: 0.10510  ,  Loss/location: 5.41936  ,  Loss/task_class: 0.07906  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.44162
[train: 1, 2200 / 3125] FPS: 136.0 (171.3)  ,  Loss/total: 7.18903  ,  Loss/giou: 0.64028  ,  Loss/l1: 0.10383  ,  Loss/location: 5.31200  ,  Loss/task_class: 0.07733  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.44589
[train: 1, 2250 / 3125] FPS: 136.7 (169.2)  ,  Loss/total: 7.06834  ,  Loss/giou: 0.63521  ,  Loss/l1: 0.10256  ,  Loss/location: 5.20934  ,  Loss/task_class: 0.07578  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.45014
[train: 1, 2300 / 3125] FPS: 135.9 (186.9)  ,  Loss/total: 6.95223  ,  Loss/giou: 0.63018  ,  Loss/l1: 0.10132  ,  Loss/location: 5.11105  ,  Loss/task_class: 0.07422  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.45433
[train: 1, 2350 / 3125] FPS: 136.6 (171.3)  ,  Loss/total: 6.84065  ,  Loss/giou: 0.62534  ,  Loss/l1: 0.10009  ,  Loss/location: 5.01687  ,  Loss/task_class: 0.07265  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.45826
[train: 1, 2400 / 3125] FPS: 137.3 (179.8)  ,  Loss/total: 6.73298  ,  Loss/giou: 0.62045  ,  Loss/l1: 0.09888  ,  Loss/location: 4.92646  ,  Loss/task_class: 0.07121  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.46227
[train: 1, 2450 / 3125] FPS: 137.8 (183.6)  ,  Loss/total: 6.63097  ,  Loss/giou: 0.61591  ,  Loss/l1: 0.09778  ,  Loss/location: 4.84038  ,  Loss/task_class: 0.06989  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.46602
[train: 1, 2500 / 3125] FPS: 138.4 (184.1)  ,  Loss/total: 6.53143  ,  Loss/giou: 0.61140  ,  Loss/l1: 0.09669  ,  Loss/location: 4.75667  ,  Loss/task_class: 0.06852  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.46976
[train: 1, 2550 / 3125] FPS: 137.1 (191.8)  ,  Loss/total: 6.43625  ,  Loss/giou: 0.60724  ,  Loss/l1: 0.09564  ,  Loss/location: 4.67637  ,  Loss/task_class: 0.06718  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.47320
[train: 1, 2600 / 3125] FPS: 133.6 (192.2)  ,  Loss/total: 6.34571  ,  Loss/giou: 0.60340  ,  Loss/l1: 0.09472  ,  Loss/location: 4.59940  ,  Loss/task_class: 0.06591  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.47644
[train: 1, 2650 / 3125] FPS: 130.7 (192.0)  ,  Loss/total: 6.25601  ,  Loss/giou: 0.59926  ,  Loss/l1: 0.09371  ,  Loss/location: 4.52423  ,  Loss/task_class: 0.06474  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.47979
[train: 1, 2700 / 3125] FPS: 128.2 (190.6)  ,  Loss/total: 6.17075  ,  Loss/giou: 0.59550  ,  Loss/l1: 0.09278  ,  Loss/location: 4.45226  ,  Loss/task_class: 0.06357  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.48294
[train: 1, 2750 / 3125] FPS: 126.4 (189.5)  ,  Loss/total: 6.08855  ,  Loss/giou: 0.59182  ,  Loss/l1: 0.09189  ,  Loss/location: 4.38301  ,  Loss/task_class: 0.06246  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.48596
[train: 1, 2800 / 3125] FPS: 127.0 (175.3)  ,  Loss/total: 6.00862  ,  Loss/giou: 0.58812  ,  Loss/l1: 0.09100  ,  Loss/location: 4.31602  ,  Loss/task_class: 0.06136  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.48900
[train: 1, 2850 / 3125] FPS: 127.7 (184.9)  ,  Loss/total: 5.93038  ,  Loss/giou: 0.58423  ,  Loss/l1: 0.09010  ,  Loss/location: 4.25111  ,  Loss/task_class: 0.06030  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.49220
[train: 1, 2900 / 3125] FPS: 128.4 (179.8)  ,  Loss/total: 5.85539  ,  Loss/giou: 0.58060  ,  Loss/l1: 0.08927  ,  Loss/location: 4.18861  ,  Loss/task_class: 0.05926  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.49525
[train: 1, 2950 / 3125] FPS: 129.0 (181.6)  ,  Loss/total: 5.78297  ,  Loss/giou: 0.57728  ,  Loss/l1: 0.08846  ,  Loss/location: 4.12785  ,  Loss/task_class: 0.05827  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.49800
[train: 1, 3000 / 3125] FPS: 129.6 (181.8)  ,  Loss/total: 5.71217  ,  Loss/giou: 0.57377  ,  Loss/l1: 0.08765  ,  Loss/location: 4.06911  ,  Loss/task_class: 0.05730  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.50089
[train: 1, 3050 / 3125] FPS: 130.2 (184.9)  ,  Loss/total: 5.64383  ,  Loss/giou: 0.57037  ,  Loss/l1: 0.08685  ,  Loss/location: 4.01248  ,  Loss/task_class: 0.05638  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.50365
[train: 1, 3100 / 3125] FPS: 130.8 (181.4)  ,  Loss/total: 5.57709  ,  Loss/giou: 0.56700  ,  Loss/l1: 0.08606  ,  Loss/location: 3.95727  ,  Loss/task_class: 0.05552  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.50639
[train: 1, 3125 / 3125] FPS: 131.1 (191.7)  ,  Loss/total: 5.54495  ,  Loss/giou: 0.56543  ,  Loss/l1: 0.08569  ,  Loss/location: 3.93054  ,  Loss/task_class: 0.05509  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.50769
[train: 2, 50 / 3125] FPS: 142.2 (188.6)  ,  Loss/total: 1.47253  ,  Loss/giou: 0.35399  ,  Loss/l1: 0.03709  ,  Loss/location: 0.57881  ,  Loss/task_class: 0.00030  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68179
[train: 2, 100 / 3125] FPS: 158.9 (181.6)  ,  Loss/total: 1.51071  ,  Loss/giou: 0.36322  ,  Loss/l1: 0.03872  ,  Loss/location: 0.59028  ,  Loss/task_class: 0.00039  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.67464
[train: 2, 150 / 3125] FPS: 165.8 (165.4)  ,  Loss/total: 1.49291  ,  Loss/giou: 0.35804  ,  Loss/l1: 0.03819  ,  Loss/location: 0.58499  ,  Loss/task_class: 0.00089  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.67881
[train: 2, 200 / 3125] FPS: 168.5 (187.2)  ,  Loss/total: 1.48978  ,  Loss/giou: 0.35725  ,  Loss/l1: 0.03800  ,  Loss/location: 0.58443  ,  Loss/task_class: 0.00087  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.67938
[train: 2, 250 / 3125] FPS: 171.1 (180.1)  ,  Loss/total: 1.48762  ,  Loss/giou: 0.35690  ,  Loss/l1: 0.03802  ,  Loss/location: 0.58279  ,  Loss/task_class: 0.00095  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.67955
[train: 2, 300 / 3125] FPS: 171.8 (173.3)  ,  Loss/total: 1.48420  ,  Loss/giou: 0.35539  ,  Loss/l1: 0.03786  ,  Loss/location: 0.58237  ,  Loss/task_class: 0.00174  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68066
[train: 2, 350 / 3125] FPS: 171.0 (185.7)  ,  Loss/total: 1.47949  ,  Loss/giou: 0.35535  ,  Loss/l1: 0.03788  ,  Loss/location: 0.57747  ,  Loss/task_class: 0.00191  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68064
[train: 2, 400 / 3125] FPS: 171.7 (173.3)  ,  Loss/total: 1.47687  ,  Loss/giou: 0.35496  ,  Loss/l1: 0.03785  ,  Loss/location: 0.57595  ,  Loss/task_class: 0.00177  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68108
[train: 2, 450 / 3125] FPS: 172.6 (167.6)  ,  Loss/total: 1.47713  ,  Loss/giou: 0.35518  ,  Loss/l1: 0.03797  ,  Loss/location: 0.57531  ,  Loss/task_class: 0.00160  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68112
[train: 2, 500 / 3125] FPS: 173.1 (178.7)  ,  Loss/total: 1.47201  ,  Loss/giou: 0.35373  ,  Loss/l1: 0.03772  ,  Loss/location: 0.57447  ,  Loss/task_class: 0.00149  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68218
[train: 2, 550 / 3125] FPS: 173.5 (182.8)  ,  Loss/total: 1.46744  ,  Loss/giou: 0.35258  ,  Loss/l1: 0.03754  ,  Loss/location: 0.57315  ,  Loss/task_class: 0.00144  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68317
[train: 2, 600 / 3125] FPS: 172.0 (187.3)  ,  Loss/total: 1.46557  ,  Loss/giou: 0.35213  ,  Loss/l1: 0.03736  ,  Loss/location: 0.57303  ,  Loss/task_class: 0.00146  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68332
[train: 2, 650 / 3125] FPS: 172.5 (186.3)  ,  Loss/total: 1.46424  ,  Loss/giou: 0.35206  ,  Loss/l1: 0.03736  ,  Loss/location: 0.57166  ,  Loss/task_class: 0.00164  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68336
[train: 2, 700 / 3125] FPS: 172.6 (168.3)  ,  Loss/total: 1.46240  ,  Loss/giou: 0.35160  ,  Loss/l1: 0.03725  ,  Loss/location: 0.57127  ,  Loss/task_class: 0.00167  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68366
[train: 2, 750 / 3125] FPS: 172.8 (147.3)  ,  Loss/total: 1.45769  ,  Loss/giou: 0.35055  ,  Loss/l1: 0.03708  ,  Loss/location: 0.56950  ,  Loss/task_class: 0.00171  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68446
[train: 2, 800 / 3125] FPS: 173.2 (181.9)  ,  Loss/total: 1.45598  ,  Loss/giou: 0.35055  ,  Loss/l1: 0.03709  ,  Loss/location: 0.56783  ,  Loss/task_class: 0.00161  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68463
[train: 2, 850 / 3125] FPS: 172.3 (184.6)  ,  Loss/total: 1.45547  ,  Loss/giou: 0.35073  ,  Loss/l1: 0.03712  ,  Loss/location: 0.56689  ,  Loss/task_class: 0.00153  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68458
[train: 2, 900 / 3125] FPS: 172.7 (151.8)  ,  Loss/total: 1.45125  ,  Loss/giou: 0.34977  ,  Loss/l1: 0.03695  ,  Loss/location: 0.56553  ,  Loss/task_class: 0.00145  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68531
[train: 2, 950 / 3125] FPS: 172.9 (167.5)  ,  Loss/total: 1.45071  ,  Loss/giou: 0.34965  ,  Loss/l1: 0.03692  ,  Loss/location: 0.56514  ,  Loss/task_class: 0.00169  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68544
[train: 2, 1000 / 3125] FPS: 172.9 (184.6)  ,  Loss/total: 1.44621  ,  Loss/giou: 0.34857  ,  Loss/l1: 0.03680  ,  Loss/location: 0.56341  ,  Loss/task_class: 0.00164  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68634
[train: 2, 1050 / 3125] FPS: 173.2 (168.7)  ,  Loss/total: 1.44271  ,  Loss/giou: 0.34793  ,  Loss/l1: 0.03670  ,  Loss/location: 0.56164  ,  Loss/task_class: 0.00171  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68689
[train: 2, 1100 / 3125] FPS: 173.4 (169.5)  ,  Loss/total: 1.43984  ,  Loss/giou: 0.34738  ,  Loss/l1: 0.03660  ,  Loss/location: 0.56041  ,  Loss/task_class: 0.00164  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68734
[train: 2, 1150 / 3125] FPS: 173.8 (160.9)  ,  Loss/total: 1.43351  ,  Loss/giou: 0.34597  ,  Loss/l1: 0.03639  ,  Loss/location: 0.55804  ,  Loss/task_class: 0.00159  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68843
[train: 2, 1200 / 3125] FPS: 174.0 (189.4)  ,  Loss/total: 1.43051  ,  Loss/giou: 0.34535  ,  Loss/l1: 0.03631  ,  Loss/location: 0.55672  ,  Loss/task_class: 0.00153  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68889
[train: 2, 1250 / 3125] FPS: 174.3 (185.1)  ,  Loss/total: 1.42552  ,  Loss/giou: 0.34420  ,  Loss/l1: 0.03611  ,  Loss/location: 0.55511  ,  Loss/task_class: 0.00148  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.68976
[train: 2, 1300 / 3125] FPS: 174.4 (182.2)  ,  Loss/total: 1.42375  ,  Loss/giou: 0.34365  ,  Loss/l1: 0.03607  ,  Loss/location: 0.55466  ,  Loss/task_class: 0.00142  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69028
[train: 2, 1350 / 3125] FPS: 174.7 (190.5)  ,  Loss/total: 1.42003  ,  Loss/giou: 0.34292  ,  Loss/l1: 0.03592  ,  Loss/location: 0.55323  ,  Loss/task_class: 0.00138  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.69077
