[train: 1, 50 / 3125] FPS: 139.4 (175.0)  ,  Loss/total: 51.93183  ,  Loss/giou: 1.15019  ,  Loss/l1: 0.26147  ,  Loss/location: 47.28030  ,  Loss/task_class: 1.04381  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.09427
[train: 1, 600 / 3125] FPS: 172.4 (186.2)  ,  Loss/total: 12.21040  ,  Loss/giou: 0.95161  ,  Loss/l1: 0.18570  ,  Loss/location: 9.12160  ,  Loss/task_class: 0.25708  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.20197
[train: 1, 650 / 3125] FPS: 172.6 (168.0)  ,  Loss/total: 11.55657  ,  Loss/giou: 0.93378  ,  Loss/l1: 0.17925  ,  Loss/location: 8.55481  ,  Loss/task_class: 0.23796  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.21642
[train: 1, 700 / 3125] FPS: 172.5 (165.5)  ,  Loss/total: 10.97815  ,  Loss/giou: 0.91584  ,  Loss/l1: 0.17309  ,  Loss/location: 8.05881  ,  Loss/task_class: 0.22221  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.23053
[train: 1, 750 / 3125] FPS: 171.1 (173.8)  ,  Loss/total: 10.45894  ,  Loss/giou: 0.89906  ,  Loss/l1: 0.16765  ,  Loss/location: 7.61449  ,  Loss/task_class: 0.20808  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.24432
[train: 1, 800 / 3125] FPS: 168.8 (145.4)  ,  Loss/total: 9.99758  ,  Loss/giou: 0.88244  ,  Loss/l1: 0.16244  ,  Loss/location: 7.22512  ,  Loss/task_class: 0.19538  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.25752
[train: 1, 850 / 3125] FPS: 165.6 (154.8)  ,  Loss/total: 9.58368  ,  Loss/giou: 0.86758  ,  Loss/l1: 0.15783  ,  Loss/location: 6.87498  ,  Loss/task_class: 0.18437  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.26957
[train: 1, 900 / 3125] FPS: 165.8 (145.7)  ,  Loss/total: 9.21067  ,  Loss/giou: 0.85410  ,  Loss/l1: 0.15373  ,  Loss/location: 6.55915  ,  Loss/task_class: 0.17466  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.28076
[train: 1, 950 / 3125] FPS: 166.5 (187.5)  ,  Loss/total: 8.86989  ,  Loss/giou: 0.84081  ,  Loss/l1: 0.14981  ,  Loss/location: 6.27341  ,  Loss/task_class: 0.16578  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.29145
[train: 1, 1000 / 3125] FPS: 165.2 (186.4)  ,  Loss/total: 8.55793  ,  Loss/giou: 0.82772  ,  Loss/l1: 0.14595  ,  Loss/location: 6.01493  ,  Loss/task_class: 0.15780  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.30169
[train: 1, 1050 / 3125] FPS: 165.9 (186.3)  ,  Loss/total: 8.27484  ,  Loss/giou: 0.81545  ,  Loss/l1: 0.14241  ,  Loss/location: 5.78129  ,  Loss/task_class: 0.15060  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.31132
[train: 1, 1100 / 3125] FPS: 166.5 (191.2)  ,  Loss/total: 8.01214  ,  Loss/giou: 0.80363  ,  Loss/l1: 0.13908  ,  Loss/location: 5.56550  ,  Loss/task_class: 0.14400  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.32065
[train: 1, 1150 / 3125] FPS: 167.1 (186.6)  ,  Loss/total: 7.77286  ,  Loss/giou: 0.79314  ,  Loss/l1: 0.13611  ,  Loss/location: 5.36768  ,  Loss/task_class: 0.13834  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.32907
[train: 1, 1200 / 3125] FPS: 167.5 (184.5)  ,  Loss/total: 7.54928  ,  Loss/giou: 0.78294  ,  Loss/l1: 0.13335  ,  Loss/location: 5.18365  ,  Loss/task_class: 0.13300  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.33729
[train: 1, 1250 / 3125] FPS: 168.0 (185.4)  ,  Loss/total: 7.33990  ,  Loss/giou: 0.77285  ,  Loss/l1: 0.13060  ,  Loss/location: 5.01344  ,  Loss/task_class: 0.12776  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.34527
[train: 1, 1300 / 3125] FPS: 168.4 (177.9)  ,  Loss/total: 7.14389  ,  Loss/giou: 0.76272  ,  Loss/l1: 0.12796  ,  Loss/location: 4.85557  ,  Loss/task_class: 0.12306  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.35331
[train: 1, 1350 / 3125] FPS: 168.8 (186.9)  ,  Loss/total: 6.96111  ,  Loss/giou: 0.75314  ,  Loss/l1: 0.12541  ,  Loss/location: 4.70920  ,  Loss/task_class: 0.11856  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.36079
[train: 1, 1400 / 3125] FPS: 169.0 (160.6)  ,  Loss/total: 6.79533  ,  Loss/giou: 0.74454  ,  Loss/l1: 0.12318  ,  Loss/location: 4.57592  ,  Loss/task_class: 0.11445  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.36760
[train: 1, 1450 / 3125] FPS: 169.0 (187.4)  ,  Loss/total: 6.63461  ,  Loss/giou: 0.73561  ,  Loss/l1: 0.12091  ,  Loss/location: 4.44829  ,  Loss/task_class: 0.11053  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.37458
[train: 1, 1500 / 3125] FPS: 169.3 (182.2)  ,  Loss/total: 6.48395  ,  Loss/giou: 0.72742  ,  Loss/l1: 0.11884  ,  Loss/location: 4.32787  ,  Loss/task_class: 0.10706  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.38108
[train: 1, 1550 / 3125] FPS: 169.6 (177.3)  ,  Loss/total: 6.34319  ,  Loss/giou: 0.71940  ,  Loss/l1: 0.11683  ,  Loss/location: 4.21660  ,  Loss/task_class: 0.10363  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.38741
[train: 1, 1600 / 3125] FPS: 169.8 (154.2)  ,  Loss/total: 6.21105  ,  Loss/giou: 0.71208  ,  Loss/l1: 0.11492  ,  Loss/location: 4.11186  ,  Loss/task_class: 0.10041  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.39317
[train: 1, 1650 / 3125] FPS: 169.8 (184.2)  ,  Loss/total: 6.08418  ,  Loss/giou: 0.70460  ,  Loss/l1: 0.11309  ,  Loss/location: 4.01206  ,  Loss/task_class: 0.09746  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.39914
[train: 1, 1700 / 3125] FPS: 169.8 (164.7)  ,  Loss/total: 5.96488  ,  Loss/giou: 0.69768  ,  Loss/l1: 0.11138  ,  Loss/location: 3.91786  ,  Loss/task_class: 0.09474  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.40462
[train: 1, 1750 / 3125] FPS: 170.0 (184.1)  ,  Loss/total: 5.85299  ,  Loss/giou: 0.69149  ,  Loss/l1: 0.10985  ,  Loss/location: 3.82870  ,  Loss/task_class: 0.09204  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.40967
[train: 1, 1800 / 3125] FPS: 170.1 (185.7)  ,  Loss/total: 5.74547  ,  Loss/giou: 0.68523  ,  Loss/l1: 0.10829  ,  Loss/location: 3.74404  ,  Loss/task_class: 0.08951  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.41467
[train: 1, 1850 / 3125] FPS: 170.3 (183.0)  ,  Loss/total: 5.64249  ,  Loss/giou: 0.67900  ,  Loss/l1: 0.10679  ,  Loss/location: 3.66339  ,  Loss/task_class: 0.08717  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.41959
[train: 1, 1900 / 3125] FPS: 169.6 (188.1)  ,  Loss/total: 5.54470  ,  Loss/giou: 0.67301  ,  Loss/l1: 0.10535  ,  Loss/location: 3.58685  ,  Loss/task_class: 0.08509  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.42434
[train: 1, 1950 / 3125] FPS: 169.6 (181.5)  ,  Loss/total: 5.45134  ,  Loss/giou: 0.66724  ,  Loss/l1: 0.10393  ,  Loss/location: 3.51415  ,  Loss/task_class: 0.08304  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.42887
[train: 1, 2000 / 3125] FPS: 169.6 (168.7)  ,  Loss/total: 5.36332  ,  Loss/giou: 0.66188  ,  Loss/l1: 0.10269  ,  Loss/location: 3.44512  ,  Loss/task_class: 0.08101  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.43322
[train: 1, 2050 / 3125] FPS: 169.8 (183.0)  ,  Loss/total: 5.27833  ,  Loss/giou: 0.65656  ,  Loss/l1: 0.10144  ,  Loss/location: 3.37895  ,  Loss/task_class: 0.07907  ,  Loss/activeness: 0.00000  ,  ActRate: 0.00000  ,  IoU: 0.43752
