Tracker: sutrack_active, Config: sutrack_active_fix_t224
Results Directory: /home/nick/code/code.sutrack/SUTrack/results/sutrack_active_sutrack_active_fix_t224
============================================================
Frame 1: FPS=42.25, Avg FPS=42.25, Time=23.67ms
Frame 43: FPS=241.75, Avg FPS=221.42, Time=4.14ms
Frame 44: FPS=246.83, Avg FPS=221.94, Time=4.05ms
Frame 45: FPS=246.54, Avg FPS=222.43, Time=4.06ms
Frame 46: FPS=242.60, Avg FPS=222.83, Time=4.12ms
Frame 47: FPS=241.44, Avg FPS=223.20, Time=4.14ms
Frame 48: FPS=247.04, Avg FPS=223.65, Time=4.05ms
Frame 49: FPS=257.10, Avg FPS=224.24, Time=3.89ms
Frame 50: FPS=245.45, Avg FPS=224.63, Time=4.07ms
Frame 51: FPS=244.91, Avg FPS=225.00, Time=4.08ms
Frame 52: FPS=245.96, Avg FPS=225.37, Time=4.07ms
Frame 53: FPS=246.45, Avg FPS=225.73, Time=4.06ms
Frame 54: FPS=243.88, Avg FPS=226.04, Time=4.10ms
Frame 55: FPS=244.22, Avg FPS=226.35, Time=4.09ms
Frame 56: FPS=244.00, Avg FPS=226.64, Time=4.10ms
Frame 57: FPS=243.60, Avg FPS=226.92, Time=4.11ms
Frame 58: FPS=244.64, Avg FPS=227.20, Time=4.09ms
Frame 59: FPS=246.20, Avg FPS=227.50, Time=4.06ms
Frame 60: FPS=244.67, Avg FPS=227.77, Time=4.09ms
Frame 61: FPS=246.23, Avg FPS=228.05, Time=4.06ms
Frame 62: FPS=244.61, Avg FPS=228.30, Time=4.09ms
Frame 63: FPS=238.68, Avg FPS=228.45, Time=4.19ms
Frame 64: FPS=242.21, Avg FPS=228.66, Time=4.13ms
Frame 65: FPS=246.10, Avg FPS=228.91, Time=4.06ms
Frame 66: FPS=257.35, Avg FPS=229.29, Time=3.89ms
Frame 67: FPS=255.97, Avg FPS=229.65, Time=3.91ms
Frame 68: FPS=244.18, Avg FPS=229.85, Time=4.10ms
Frame 69: FPS=240.47, Avg FPS=230.00, Time=4.16ms
Frame 70: FPS=246.45, Avg FPS=230.22, Time=4.06ms
Frame 71: FPS=247.10, Avg FPS=230.44, Time=4.05ms
Frame 72: FPS=246.96, Avg FPS=230.65, Time=4.05ms
Frame 73: FPS=256.80, Avg FPS=230.97, Time=3.89ms
Frame 74: FPS=244.22, Avg FPS=231.14, Time=4.09ms
Frame 75: FPS=246.80, Avg FPS=231.34, Time=4.05ms
Frame 76: FPS=249.29, Avg FPS=231.56, Time=4.01ms
Frame 77: FPS=249.02, Avg FPS=231.77, Time=4.02ms
Frame 78: FPS=240.43, Avg FPS=231.88, Time=4.16ms
Frame 79: FPS=238.69, Avg FPS=231.96, Time=4.19ms
Frame 80: FPS=249.93, Avg FPS=232.17, Time=4.00ms
Frame 81: FPS=244.07, Avg FPS=232.31, Time=4.10ms
Frame 82: FPS=244.82, Avg FPS=232.45, Time=4.08ms
Frame 83: FPS=245.05, Avg FPS=232.60, Time=4.08ms
Frame 84: FPS=235.25, Avg FPS=232.63, Time=4.25ms
Frame 85: FPS=246.12, Avg FPS=232.78, Time=4.06ms
Frame 86: FPS=236.27, Avg FPS=232.82, Time=4.23ms
Frame 87: FPS=244.67, Avg FPS=232.95, Time=4.09ms
Frame 88: FPS=241.90, Avg FPS=233.05, Time=4.13ms
Frame 89: FPS=242.80, Avg FPS=233.15, Time=4.12ms
Frame 90: FPS=244.69, Avg FPS=233.27, Time=4.09ms
Frame 91: FPS=245.21, Avg FPS=233.40, Time=4.08ms
Frame 92: FPS=239.87, Avg FPS=233.47, Time=4.17ms
Frame 93: FPS=243.83, Avg FPS=233.57, Time=4.10ms
Frame 94: FPS=243.18, Avg FPS=233.67, Time=4.11ms
Frame 95: FPS=244.88, Avg FPS=233.78, Time=4.08ms
Frame 96: FPS=241.62, Avg FPS=233.86, Time=4.14ms
Frame 97: FPS=243.39, Avg FPS=233.96, Time=4.11ms
Frame 98: FPS=246.78, Avg FPS=234.08, Time=4.05ms
Frame 99: FPS=247.98, Avg FPS=234.21, Time=4.03ms
Frame 100: FPS=242.59, Avg FPS=234.30, Time=4.12ms
Frame 101: FPS=241.68, Avg FPS=234.37, Time=4.14ms
Frame 102: FPS=255.00, Avg FPS=234.55, Time=3.92ms
Frame 103: FPS=243.61, Avg FPS=234.64, Time=4.10ms
Frame 104: FPS=242.03, Avg FPS=234.71, Time=4.13ms
Frame 105: FPS=237.09, Avg FPS=234.73, Time=4.22ms
Frame 106: FPS=243.37, Avg FPS=234.81, Time=4.11ms
Frame 107: FPS=242.87, Avg FPS=234.88, Time=4.12ms
Frame 108: FPS=244.91, Avg FPS=234.97, Time=4.08ms
Frame 109: FPS=243.81, Avg FPS=235.05, Time=4.10ms
Frame 110: FPS=239.21, Avg FPS=235.08, Time=4.18ms
Frame 111: FPS=242.52, Avg FPS=235.15, Time=4.12ms
Frame 112: FPS=240.26, Avg FPS=235.19, Time=4.16ms
Frame 113: FPS=234.74, Avg FPS=235.19, Time=4.26ms
Frame 114: FPS=237.97, Avg FPS=235.21, Time=4.20ms
Frame 115: FPS=254.91, Avg FPS=235.37, Time=3.92ms
Frame 116: FPS=237.30, Avg FPS=235.39, Time=4.21ms
Frame 117: FPS=236.10, Avg FPS=235.40, Time=4.24ms
Frame 118: FPS=239.59, Avg FPS=235.43, Time=4.17ms
Frame 119: FPS=233.67, Avg FPS=235.42, Time=4.28ms
Frame 120: FPS=246.55, Avg FPS=235.50, Time=4.06ms
Frame 121: FPS=245.87, Avg FPS=235.59, Time=4.07ms
Frame 122: FPS=236.30, Avg FPS=235.59, Time=4.23ms
Frame 123: FPS=240.87, Avg FPS=235.63, Time=4.15ms
Frame 124: FPS=246.81, Avg FPS=235.72, Time=4.05ms
Frame 125: FPS=247.29, Avg FPS=235.81, Time=4.04ms
Frame 126: FPS=254.94, Avg FPS=235.95, Time=3.92ms
Frame 127: FPS=243.98, Avg FPS=236.01, Time=4.10ms
Frame 128: FPS=245.28, Avg FPS=236.08, Time=4.08ms
Frame 129: FPS=240.49, Avg FPS=236.11, Time=4.16ms
Frame 130: FPS=190.54, Avg FPS=235.68, Time=5.25ms
Frame 131: FPS=167.16, Avg FPS=234.94, Time=5.98ms
Frame 132: FPS=247.76, Avg FPS=235.04, Time=4.04ms
Frame 133: FPS=249.42, Avg FPS=235.14, Time=4.01ms
Frame 134: FPS=250.18, Avg FPS=235.24, Time=4.00ms
Frame 135: FPS=246.71, Avg FPS=235.33, Time=4.05ms
Frame 136: FPS=248.57, Avg FPS=235.42, Time=4.02ms
Frame 137: FPS=248.93, Avg FPS=235.51, Time=4.02ms
Frame 138: FPS=247.01, Avg FPS=235.59, Time=4.05ms
Frame 139: FPS=213.73, Avg FPS=235.42, Time=4.68ms
Frame 140: FPS=245.24, Avg FPS=235.48, Time=4.08ms
Frame 141: FPS=242.05, Avg FPS=235.53, Time=4.13ms
Frame 142: FPS=242.15, Avg FPS=235.57, Time=4.13ms
Frame 143: FPS=244.27, Avg FPS=235.63, Time=4.09ms
Frame 144: FPS=245.45, Avg FPS=235.70, Time=4.07ms
Frame 145: FPS=243.20, Avg FPS=235.75, Time=4.11ms
Frame 146: FPS=246.75, Avg FPS=235.82, Time=4.05ms
Frame 147: FPS=246.35, Avg FPS=235.89, Time=4.06ms
Frame 148: FPS=241.15, Avg FPS=235.92, Time=4.15ms
Frame 149: FPS=247.32, Avg FPS=236.00, Time=4.04ms
Frame 150: FPS=249.71, Avg FPS=236.08, Time=4.00ms
Frame 151: FPS=243.49, Avg FPS=236.13, Time=4.11ms
Frame 152: FPS=242.63, Avg FPS=236.17, Time=4.12ms
Frame 153: FPS=252.36, Avg FPS=236.27, Time=3.96ms
Frame 154: FPS=248.51, Avg FPS=236.35, Time=4.02ms
Frame 155: FPS=244.10, Avg FPS=236.40, Time=4.10ms
Frame 156: FPS=242.87, Avg FPS=236.44, Time=4.12ms
Frame 157: FPS=241.76, Avg FPS=236.47, Time=4.14ms
Frame 158: FPS=243.88, Avg FPS=236.52, Time=4.10ms
Frame 159: FPS=246.03, Avg FPS=236.57, Time=4.06ms
Frame 160: FPS=239.14, Avg FPS=236.59, Time=4.18ms
Frame 161: FPS=242.71, Avg FPS=236.63, Time=4.12ms
Frame 162: FPS=244.69, Avg FPS=236.67, Time=4.09ms
Frame 163: FPS=242.07, Avg FPS=236.71, Time=4.13ms
Frame 164: FPS=240.66, Avg FPS=236.73, Time=4.16ms
Frame 165: FPS=243.39, Avg FPS=236.77, Time=4.11ms
Frame 166: FPS=245.83, Avg FPS=236.82, Time=4.07ms
Frame 167: FPS=244.72, Avg FPS=236.87, Time=4.09ms
Frame 168: FPS=235.45, Avg FPS=236.86, Time=4.25ms
Frame 169: FPS=242.04, Avg FPS=236.89, Time=4.13ms
Frame 170: FPS=246.25, Avg FPS=236.94, Time=4.06ms
Frame 171: FPS=248.46, Avg FPS=237.01, Time=4.02ms
Frame 172: FPS=241.96, Avg FPS=237.03, Time=4.13ms
Frame 173: FPS=247.96, Avg FPS=237.09, Time=4.03ms
Frame 174: FPS=243.19, Avg FPS=237.13, Time=4.11ms
Frame 175: FPS=250.84, Avg FPS=237.20, Time=3.99ms
Frame 176: FPS=240.90, Avg FPS=237.22, Time=4.15ms
Frame 177: FPS=250.20, Avg FPS=237.29, Time=4.00ms
Frame 178: FPS=243.98, Avg FPS=237.33, Time=4.10ms
Frame 179: FPS=246.94, Avg FPS=237.38, Time=4.05ms
Frame 180: FPS=248.96, Avg FPS=237.44, Time=4.02ms
Frame 181: FPS=249.94, Avg FPS=237.51, Time=4.00ms
Frame 182: FPS=249.17, Avg FPS=237.57, Time=4.01ms
Frame 183: FPS=250.09, Avg FPS=237.63, Time=4.00ms
Frame 184: FPS=250.60, Avg FPS=237.70, Time=3.99ms
Frame 185: FPS=250.21, Avg FPS=237.77, Time=4.00ms
Frame 186: FPS=250.81, Avg FPS=237.83, Time=3.99ms
Frame 187: FPS=248.77, Avg FPS=237.89, Time=4.02ms
Frame 188: FPS=248.65, Avg FPS=237.94, Time=4.02ms
Frame 189: FPS=252.43, Avg FPS=238.02, Time=3.96ms
Frame 190: FPS=245.55, Avg FPS=238.05, Time=4.07ms
Frame 191: FPS=247.66, Avg FPS=238.10, Time=4.04ms
Frame 192: FPS=248.32, Avg FPS=238.15, Time=4.03ms
Frame 193: FPS=250.14, Avg FPS=238.21, Time=4.00ms
Frame 194: FPS=252.21, Avg FPS=238.28, Time=3.96ms
Frame 195: FPS=251.13, Avg FPS=238.34, Time=3.98ms
Frame 196: FPS=251.71, Avg FPS=238.41, Time=3.97ms
Frame 197: FPS=248.57, Avg FPS=238.46, Time=4.02ms
Frame 198: FPS=249.29, Avg FPS=238.51, Time=4.01ms
Frame 199: FPS=247.63, Avg FPS=238.55, Time=4.04ms
Frame 200: FPS=242.84, Avg FPS=238.57, Time=4.12ms
Frame 201: FPS=242.57, Avg FPS=238.59, Time=4.12ms
Frame 202: FPS=245.88, Avg FPS=238.63, Time=4.07ms
Frame 203: FPS=248.35, Avg FPS=238.68, Time=4.03ms
Frame 204: FPS=246.91, Avg FPS=238.71, Time=4.05ms
Frame 205: FPS=242.99, Avg FPS=238.73, Time=4.12ms
Frame 206: FPS=248.45, Avg FPS=238.78, Time=4.02ms
Frame 207: FPS=246.27, Avg FPS=238.82, Time=4.06ms
Frame 208: FPS=245.83, Avg FPS=238.85, Time=4.07ms
Frame 209: FPS=244.48, Avg FPS=238.87, Time=4.09ms
Frame 210: FPS=245.97, Avg FPS=238.91, Time=4.07ms
Frame 211: FPS=246.06, Avg FPS=238.94, Time=4.06ms
Frame 212: FPS=250.86, Avg FPS=238.99, Time=3.99ms
Frame 213: FPS=248.63, Avg FPS=239.04, Time=4.02ms
Frame 214: FPS=245.93, Avg FPS=239.07, Time=4.07ms
Frame 215: FPS=248.68, Avg FPS=239.11, Time=4.02ms
Frame 216: FPS=247.13, Avg FPS=239.15, Time=4.05ms
Frame 217: FPS=237.77, Avg FPS=239.14, Time=4.21ms
Frame 218: FPS=250.02, Avg FPS=239.19, Time=4.00ms
Frame 219: FPS=247.92, Avg FPS=239.23, Time=4.03ms
Frame 220: FPS=248.24, Avg FPS=239.27, Time=4.03ms
Frame 221: FPS=246.51, Avg FPS=239.30, Time=4.06ms
Frame 222: FPS=247.07, Avg FPS=239.33, Time=4.05ms
Frame 223: FPS=245.64, Avg FPS=239.36, Time=4.07ms
Frame 224: FPS=247.17, Avg FPS=239.39, Time=4.05ms
Frame 225: FPS=248.55, Avg FPS=239.43, Time=4.02ms
Frame 226: FPS=250.60, Avg FPS=239.48, Time=3.99ms
Frame 227: FPS=245.32, Avg FPS=239.51, Time=4.08ms
Frame 228: FPS=246.52, Avg FPS=239.54, Time=4.06ms
Frame 229: FPS=246.90, Avg FPS=239.57, Time=4.05ms
Frame 230: FPS=247.38, Avg FPS=239.60, Time=4.04ms
Frame 231: FPS=249.32, Avg FPS=239.64, Time=4.01ms
Frame 232: FPS=249.41, Avg FPS=239.68, Time=4.01ms
Frame 233: FPS=245.93, Avg FPS=239.71, Time=4.07ms
Frame 234: FPS=247.88, Avg FPS=239.74, Time=4.03ms
Frame 235: FPS=251.34, Avg FPS=239.79, Time=3.98ms
Frame 236: FPS=248.76, Avg FPS=239.82, Time=4.02ms
Frame 237: FPS=246.80, Avg FPS=239.85, Time=4.05ms
Frame 238: FPS=244.77, Avg FPS=239.87, Time=4.09ms
Frame 239: FPS=247.39, Avg FPS=239.90, Time=4.04ms
Frame 240: FPS=247.52, Avg FPS=239.93, Time=4.04ms
Frame 241: FPS=247.93, Avg FPS=239.97, Time=4.03ms
Frame 242: FPS=243.09, Avg FPS=239.98, Time=4.11ms
Frame 243: FPS=248.48, Avg FPS=240.01, Time=4.02ms
Frame 244: FPS=243.93, Avg FPS=240.03, Time=4.10ms
Frame 245: FPS=244.88, Avg FPS=240.05, Time=4.08ms
Frame 246: FPS=244.00, Avg FPS=240.06, Time=4.10ms
Frame 247: FPS=240.04, Avg FPS=240.06, Time=4.17ms
Frame 248: FPS=249.45, Avg FPS=240.10, Time=4.01ms
Frame 249: FPS=247.73, Avg FPS=240.13, Time=4.04ms
Frame 250: FPS=242.45, Avg FPS=240.14, Time=4.12ms
Frame 251: FPS=243.04, Avg FPS=240.15, Time=4.11ms
Frame 252: FPS=239.76, Avg FPS=240.15, Time=4.17ms
Frame 253: FPS=238.76, Avg FPS=240.14, Time=4.19ms
Frame 254: FPS=243.78, Avg FPS=240.16, Time=4.10ms
Frame 255: FPS=243.16, Avg FPS=240.17, Time=4.11ms
Frame 256: FPS=243.49, Avg FPS=240.18, Time=4.11ms
Frame 257: FPS=244.21, Avg FPS=240.20, Time=4.09ms
Frame 258: FPS=244.12, Avg FPS=240.21, Time=4.10ms
Frame 259: FPS=247.17, Avg FPS=240.24, Time=4.05ms
Frame 260: FPS=245.40, Avg FPS=240.26, Time=4.08ms
Frame 261: FPS=244.62, Avg FPS=240.27, Time=4.09ms
Frame 262: FPS=211.57, Avg FPS=240.15, Time=4.73ms
Frame 263: FPS=241.33, Avg FPS=240.15, Time=4.14ms
Frame 264: FPS=245.02, Avg FPS=240.17, Time=4.08ms
Frame 265: FPS=245.17, Avg FPS=240.19, Time=4.08ms
Frame 266: FPS=243.80, Avg FPS=240.20, Time=4.10ms
Frame 267: FPS=243.09, Avg FPS=240.21, Time=4.11ms
Frame 268: FPS=242.87, Avg FPS=240.22, Time=4.12ms
Frame 269: FPS=245.21, Avg FPS=240.24, Time=4.08ms
Frame 270: FPS=243.19, Avg FPS=240.25, Time=4.11ms
Frame 271: FPS=247.64, Avg FPS=240.28, Time=4.04ms
Frame 272: FPS=243.40, Avg FPS=240.29, Time=4.11ms
Frame 273: FPS=247.55, Avg FPS=240.32, Time=4.04ms
Frame 274: FPS=249.11, Avg FPS=240.35, Time=4.01ms
Frame 275: FPS=248.02, Avg FPS=240.37, Time=4.03ms
Frame 276: FPS=246.88, Avg FPS=240.40, Time=4.05ms
Frame 277: FPS=247.00, Avg FPS=240.42, Time=4.05ms
Frame 278: FPS=243.44, Avg FPS=240.43, Time=4.11ms
Frame 279: FPS=244.00, Avg FPS=240.44, Time=4.10ms
Frame 280: FPS=247.13, Avg FPS=240.47, Time=4.05ms
Frame 281: FPS=241.70, Avg FPS=240.47, Time=4.14ms
Frame 282: FPS=241.97, Avg FPS=240.48, Time=4.13ms
Frame 283: FPS=245.11, Avg FPS=240.49, Time=4.08ms
Frame 284: FPS=246.62, Avg FPS=240.51, Time=4.05ms
Frame 285: FPS=246.49, Avg FPS=240.53, Time=4.06ms
Frame 286: FPS=248.24, Avg FPS=240.56, Time=4.03ms
Frame 287: FPS=248.51, Avg FPS=240.59, Time=4.02ms
Frame 288: FPS=242.11, Avg FPS=240.59, Time=4.13ms
Frame 289: FPS=241.23, Avg FPS=240.60, Time=4.15ms
Frame 290: FPS=246.55, Avg FPS=240.62, Time=4.06ms
Frame 291: FPS=248.73, Avg FPS=240.64, Time=4.02ms
Frame 292: FPS=248.61, Avg FPS=240.67, Time=4.02ms
Frame 293: FPS=247.15, Avg FPS=240.69, Time=4.05ms
Frame 294: FPS=245.34, Avg FPS=240.71, Time=4.08ms
Frame 295: FPS=237.60, Avg FPS=240.70, Time=4.21ms
Frame 296: FPS=244.51, Avg FPS=240.71, Time=4.09ms
Frame 297: FPS=248.96, Avg FPS=240.73, Time=4.02ms
Frame 298: FPS=248.07, Avg FPS=240.76, Time=4.03ms
Frame 299: FPS=246.27, Avg FPS=240.78, Time=4.06ms
Frame 300: FPS=247.03, Avg FPS=240.80, Time=4.05ms
Frame 301: FPS=249.01, Avg FPS=240.82, Time=4.02ms
Frame 302: FPS=248.29, Avg FPS=240.85, Time=4.03ms
Frame 303: FPS=246.03, Avg FPS=240.86, Time=4.06ms
Frame 304: FPS=241.19, Avg FPS=240.87, Time=4.15ms
Frame 305: FPS=247.03, Avg FPS=240.88, Time=4.05ms
Frame 306: FPS=242.96, Avg FPS=240.89, Time=4.12ms
Frame 307: FPS=239.24, Avg FPS=240.89, Time=4.18ms
Frame 308: FPS=153.08, Avg FPS=240.44, Time=6.53ms
Frame 309: FPS=245.51, Avg FPS=240.45, Time=4.07ms
Frame 310: FPS=246.32, Avg FPS=240.47, Time=4.06ms
Frame 311: FPS=252.12, Avg FPS=240.51, Time=3.97ms
Frame 312: FPS=248.15, Avg FPS=240.53, Time=4.03ms
Frame 313: FPS=244.75, Avg FPS=240.55, Time=4.09ms
Frame 314: FPS=246.42, Avg FPS=240.56, Time=4.06ms
Frame 315: FPS=249.16, Avg FPS=240.59, Time=4.01ms
Frame 316: FPS=250.66, Avg FPS=240.62, Time=3.99ms
Frame 317: FPS=249.19, Avg FPS=240.65, Time=4.01ms
Frame 318: FPS=250.02, Avg FPS=240.68, Time=4.00ms
Frame 319: FPS=248.55, Avg FPS=240.70, Time=4.02ms
Frame 320: FPS=242.70, Avg FPS=240.71, Time=4.12ms
Frame 321: FPS=251.80, Avg FPS=240.74, Time=3.97ms
Frame 322: FPS=247.15, Avg FPS=240.76, Time=4.05ms
Frame 323: FPS=252.06, Avg FPS=240.79, Time=3.97ms
Frame 324: FPS=249.20, Avg FPS=240.82, Time=4.01ms
Frame 325: FPS=244.45, Avg FPS=240.83, Time=4.09ms
Frame 326: FPS=244.92, Avg FPS=240.84, Time=4.08ms
Frame 327: FPS=250.18, Avg FPS=240.87, Time=4.00ms
Frame 328: FPS=251.49, Avg FPS=240.90, Time=3.98ms
Frame 329: FPS=252.52, Avg FPS=240.93, Time=3.96ms
Frame 330: FPS=252.21, Avg FPS=240.96, Time=3.96ms
Frame 331: FPS=255.66, Avg FPS=241.01, Time=3.91ms
Frame 332: FPS=253.19, Avg FPS=241.04, Time=3.95ms
Frame 333: FPS=254.06, Avg FPS=241.08, Time=3.94ms
Frame 334: FPS=253.02, Avg FPS=241.11, Time=3.95ms
Frame 335: FPS=251.76, Avg FPS=241.14, Time=3.97ms
Frame 336: FPS=249.41, Avg FPS=241.17, Time=4.01ms
Frame 337: FPS=250.60, Avg FPS=241.19, Time=3.99ms
Frame 338: FPS=248.01, Avg FPS=241.21, Time=4.03ms
Frame 339: FPS=252.23, Avg FPS=241.24, Time=3.96ms
Frame 340: FPS=246.32, Avg FPS=241.26, Time=4.06ms
Frame 341: FPS=250.92, Avg FPS=241.29, Time=3.99ms
Frame 342: FPS=250.84, Avg FPS=241.31, Time=3.99ms
Frame 343: FPS=253.23, Avg FPS=241.35, Time=3.95ms
Frame 344: FPS=250.42, Avg FPS=241.37, Time=3.99ms
Frame 345: FPS=248.70, Avg FPS=241.39, Time=4.02ms
Frame 346: FPS=253.26, Avg FPS=241.42, Time=3.95ms
Frame 347: FPS=247.80, Avg FPS=241.44, Time=4.04ms
Frame 348: FPS=251.68, Avg FPS=241.47, Time=3.97ms
Frame 349: FPS=252.53, Avg FPS=241.50, Time=3.96ms
Frame 350: FPS=249.54, Avg FPS=241.52, Time=4.01ms
Frame 351: FPS=253.71, Avg FPS=241.56, Time=3.94ms
Frame 352: FPS=253.97, Avg FPS=241.59, Time=3.94ms
Frame 353: FPS=249.75, Avg FPS=241.61, Time=4.00ms
Frame 354: FPS=241.12, Avg FPS=241.61, Time=4.15ms
Frame 355: FPS=243.83, Avg FPS=241.62, Time=4.10ms
Frame 356: FPS=248.42, Avg FPS=241.64, Time=4.03ms
Frame 357: FPS=244.44, Avg FPS=241.64, Time=4.09ms
Frame 358: FPS=246.69, Avg FPS=241.66, Time=4.05ms
Frame 359: FPS=245.32, Avg FPS=241.67, Time=4.08ms
Frame 360: FPS=243.91, Avg FPS=241.67, Time=4.10ms
Frame 361: FPS=248.49, Avg FPS=241.69, Time=4.02ms
Frame 362: FPS=250.45, Avg FPS=241.72, Time=3.99ms
Frame 363: FPS=251.14, Avg FPS=241.74, Time=3.98ms
Frame 364: FPS=250.86, Avg FPS=241.76, Time=3.99ms
Frame 365: FPS=248.65, Avg FPS=241.78, Time=4.02ms
Frame 366: FPS=249.05, Avg FPS=241.80, Time=4.02ms
Frame 367: FPS=247.58, Avg FPS=241.82, Time=4.04ms
Frame 368: FPS=244.98, Avg FPS=241.83, Time=4.08ms
Frame 369: FPS=242.04, Avg FPS=241.83, Time=4.13ms
Frame 370: FPS=242.36, Avg FPS=241.83, Time=4.13ms
Frame 371: FPS=241.77, Avg FPS=241.83, Time=4.14ms
Frame 372: FPS=244.15, Avg FPS=241.83, Time=4.10ms
Frame 373: FPS=249.36, Avg FPS=241.85, Time=4.01ms
Frame 374: FPS=250.12, Avg FPS=241.88, Time=4.00ms
Frame 375: FPS=241.90, Avg FPS=241.88, Time=4.13ms
Frame 376: FPS=244.41, Avg FPS=241.88, Time=4.09ms
Frame 377: FPS=243.66, Avg FPS=241.89, Time=4.10ms
Frame 378: FPS=236.65, Avg FPS=241.87, Time=4.23ms
Frame 379: FPS=238.95, Avg FPS=241.86, Time=4.18ms
Frame 380: FPS=249.14, Avg FPS=241.88, Time=4.01ms
Frame 381: FPS=246.00, Avg FPS=241.89, Time=4.07ms
Frame 382: FPS=241.57, Avg FPS=241.89, Time=4.14ms
Frame 383: FPS=237.17, Avg FPS=241.88, Time=4.22ms
Frame 384: FPS=244.91, Avg FPS=241.89, Time=4.08ms
Frame 385: FPS=245.24, Avg FPS=241.90, Time=4.08ms
Frame 386: FPS=241.12, Avg FPS=241.89, Time=4.15ms
Frame 387: FPS=246.71, Avg FPS=241.91, Time=4.05ms
Frame 388: FPS=244.00, Avg FPS=241.91, Time=4.10ms
Frame 389: FPS=244.85, Avg FPS=241.92, Time=4.08ms
Frame 390: FPS=246.27, Avg FPS=241.93, Time=4.06ms
Frame 391: FPS=245.81, Avg FPS=241.94, Time=4.07ms
Frame 392: FPS=244.10, Avg FPS=241.95, Time=4.10ms
Frame 393: FPS=238.64, Avg FPS=241.94, Time=4.19ms
Frame 394: FPS=244.05, Avg FPS=241.94, Time=4.10ms
Frame 395: FPS=241.01, Avg FPS=241.94, Time=4.15ms
Frame 396: FPS=244.87, Avg FPS=241.95, Time=4.08ms
Frame 397: FPS=249.90, Avg FPS=241.97, Time=4.00ms
Frame 398: FPS=244.61, Avg FPS=241.97, Time=4.09ms
Frame 399: FPS=242.71, Avg FPS=241.98, Time=4.12ms
Frame 400: FPS=246.25, Avg FPS=241.99, Time=4.06ms
Frame 401: FPS=246.85, Avg FPS=242.00, Time=4.05ms
Frame 402: FPS=245.63, Avg FPS=242.01, Time=4.07ms
Frame 403: FPS=247.29, Avg FPS=242.02, Time=4.04ms
Frame 404: FPS=245.40, Avg FPS=242.03, Time=4.08ms
Frame 405: FPS=241.96, Avg FPS=242.03, Time=4.13ms
