Tracker: sutrack_MFE, Config: sutrack_mfe_t224
Results Directory: /home/nick/code/code.sutrack/SUTrack/results/sutrack_MFE_sutrack_mfe_t224
============================================================
Frame 1: FPS=28.51, Avg FPS=28.51, Time=35.07ms
Frame 51: FPS=203.19, Avg FPS=177.63, Time=4.92ms
Frame 52: FPS=202.95, Avg FPS=178.05, Time=4.93ms
Frame 53: FPS=201.16, Avg FPS=178.44, Time=4.97ms
Frame 54: FPS=197.89, Avg FPS=178.77, Time=5.05ms
Frame 55: FPS=197.14, Avg FPS=179.07, Time=5.07ms
Frame 56: FPS=199.72, Avg FPS=179.40, Time=5.01ms
Frame 57: FPS=202.14, Avg FPS=179.76, Time=4.95ms
Frame 58: FPS=201.28, Avg FPS=180.09, Time=4.97ms
Frame 59: FPS=204.55, Avg FPS=180.45, Time=4.89ms
Frame 60: FPS=196.01, Avg FPS=180.69, Time=5.10ms
Frame 61: FPS=202.91, Avg FPS=181.02, Time=4.93ms
Frame 62: FPS=203.78, Avg FPS=181.34, Time=4.91ms
Frame 63: FPS=202.80, Avg FPS=181.65, Time=4.93ms
Frame 64: FPS=201.29, Avg FPS=181.93, Time=4.97ms
Frame 65: FPS=201.55, Avg FPS=182.20, Time=4.96ms
Frame 66: FPS=203.83, Avg FPS=182.49, Time=4.91ms
Frame 67: FPS=203.42, Avg FPS=182.77, Time=4.92ms
Frame 68: FPS=199.72, Avg FPS=183.00, Time=5.01ms
Frame 69: FPS=200.25, Avg FPS=183.23, Time=4.99ms
Frame 70: FPS=199.07, Avg FPS=183.44, Time=5.02ms
Frame 71: FPS=199.02, Avg FPS=183.64, Time=5.02ms
Frame 72: FPS=201.88, Avg FPS=183.87, Time=4.95ms
Frame 73: FPS=201.46, Avg FPS=184.09, Time=4.96ms
Frame 74: FPS=199.66, Avg FPS=184.29, Time=5.01ms
Frame 75: FPS=203.30, Avg FPS=184.52, Time=4.92ms
Frame 76: FPS=203.56, Avg FPS=184.74, Time=4.91ms
Frame 77: FPS=203.83, Avg FPS=184.97, Time=4.91ms
Frame 78: FPS=202.47, Avg FPS=185.17, Time=4.94ms
Frame 79: FPS=209.18, Avg FPS=185.44, Time=4.78ms
Frame 80: FPS=201.73, Avg FPS=185.63, Time=4.96ms
Frame 81: FPS=201.17, Avg FPS=185.81, Time=4.97ms
Frame 82: FPS=197.52, Avg FPS=185.94, Time=5.06ms
Frame 83: FPS=199.20, Avg FPS=186.09, Time=5.02ms
Frame 84: FPS=199.80, Avg FPS=186.24, Time=5.01ms
Frame 85: FPS=196.31, Avg FPS=186.36, Time=5.09ms
Frame 86: FPS=179.07, Avg FPS=186.27, Time=5.58ms
Frame 87: FPS=202.44, Avg FPS=186.44, Time=4.94ms
Frame 88: FPS=200.76, Avg FPS=186.59, Time=4.98ms
Frame 89: FPS=202.51, Avg FPS=186.76, Time=4.94ms
Frame 90: FPS=204.54, Avg FPS=186.94, Time=4.89ms
Frame 91: FPS=197.67, Avg FPS=187.05, Time=5.06ms
Frame 92: FPS=202.82, Avg FPS=187.21, Time=4.93ms
Frame 93: FPS=204.50, Avg FPS=187.38, Time=4.89ms
Frame 94: FPS=204.57, Avg FPS=187.54, Time=4.89ms
Frame 95: FPS=201.57, Avg FPS=187.68, Time=4.96ms
Frame 96: FPS=198.41, Avg FPS=187.79, Time=5.04ms
Frame 97: FPS=207.82, Avg FPS=187.97, Time=4.81ms
Frame 98: FPS=203.93, Avg FPS=188.12, Time=4.90ms
Frame 99: FPS=202.05, Avg FPS=188.26, Time=4.95ms
Frame 100: FPS=202.33, Avg FPS=188.39, Time=4.94ms
Frame 101: FPS=204.14, Avg FPS=188.53, Time=4.90ms
Frame 102: FPS=204.35, Avg FPS=188.67, Time=4.89ms
Frame 103: FPS=202.04, Avg FPS=188.79, Time=4.95ms
Frame 104: FPS=203.59, Avg FPS=188.93, Time=4.91ms
Frame 105: FPS=200.19, Avg FPS=189.03, Time=5.00ms
Frame 106: FPS=200.17, Avg FPS=189.13, Time=5.00ms
Frame 107: FPS=199.07, Avg FPS=189.22, Time=5.02ms
Frame 108: FPS=201.46, Avg FPS=189.32, Time=4.96ms
Frame 109: FPS=206.11, Avg FPS=189.46, Time=4.85ms
Frame 110: FPS=203.23, Avg FPS=189.58, Time=4.92ms
Frame 111: FPS=195.97, Avg FPS=189.64, Time=5.10ms
Frame 112: FPS=197.47, Avg FPS=189.70, Time=5.06ms
Frame 113: FPS=200.94, Avg FPS=189.80, Time=4.98ms
Frame 114: FPS=206.26, Avg FPS=189.93, Time=4.85ms
Frame 115: FPS=189.93, Avg FPS=189.93, Time=5.26ms
Frame 116: FPS=196.68, Avg FPS=189.99, Time=5.08ms
Frame 117: FPS=198.52, Avg FPS=190.06, Time=5.04ms
Frame 118: FPS=197.15, Avg FPS=190.11, Time=5.07ms
Frame 119: FPS=197.63, Avg FPS=190.18, Time=5.06ms
Frame 120: FPS=202.05, Avg FPS=190.27, Time=4.95ms
Frame 121: FPS=198.93, Avg FPS=190.34, Time=5.03ms
Frame 122: FPS=198.53, Avg FPS=190.40, Time=5.04ms
Frame 123: FPS=199.01, Avg FPS=190.47, Time=5.02ms
Frame 124: FPS=197.89, Avg FPS=190.53, Time=5.05ms
Frame 125: FPS=200.16, Avg FPS=190.60, Time=5.00ms
Frame 126: FPS=201.89, Avg FPS=190.68, Time=4.95ms
Frame 127: FPS=198.83, Avg FPS=190.75, Time=5.03ms
Frame 128: FPS=198.65, Avg FPS=190.80, Time=5.03ms
Frame 129: FPS=199.26, Avg FPS=190.87, Time=5.02ms
Frame 130: FPS=201.36, Avg FPS=190.94, Time=4.97ms
Frame 131: FPS=199.26, Avg FPS=191.01, Time=5.02ms
Frame 132: FPS=204.37, Avg FPS=191.10, Time=4.89ms
Frame 133: FPS=197.33, Avg FPS=191.15, Time=5.07ms
Frame 134: FPS=198.07, Avg FPS=191.20, Time=5.05ms
Frame 135: FPS=195.56, Avg FPS=191.23, Time=5.11ms
Frame 136: FPS=204.37, Avg FPS=191.32, Time=4.89ms
Frame 137: FPS=207.37, Avg FPS=191.43, Time=4.82ms
Frame 138: FPS=204.58, Avg FPS=191.51, Time=4.89ms
Frame 139: FPS=200.48, Avg FPS=191.58, Time=4.99ms
Frame 140: FPS=201.82, Avg FPS=191.65, Time=4.95ms
Frame 141: FPS=200.83, Avg FPS=191.71, Time=4.98ms
Frame 142: FPS=200.44, Avg FPS=191.77, Time=4.99ms
Frame 143: FPS=200.85, Avg FPS=191.83, Time=4.98ms
Frame 144: FPS=201.35, Avg FPS=191.89, Time=4.97ms
Frame 145: FPS=200.21, Avg FPS=191.95, Time=4.99ms
Frame 146: FPS=197.42, Avg FPS=191.98, Time=5.07ms
Frame 147: FPS=194.79, Avg FPS=192.00, Time=5.13ms
Frame 148: FPS=202.99, Avg FPS=192.07, Time=4.93ms
Frame 149: FPS=197.51, Avg FPS=192.11, Time=5.06ms
Frame 150: FPS=200.36, Avg FPS=192.16, Time=4.99ms
Frame 151: FPS=202.07, Avg FPS=192.22, Time=4.95ms
Frame 152: FPS=206.75, Avg FPS=192.31, Time=4.84ms
Frame 153: FPS=199.61, Avg FPS=192.36, Time=5.01ms
Frame 154: FPS=196.57, Avg FPS=192.38, Time=5.09ms
Frame 155: FPS=197.05, Avg FPS=192.41, Time=5.07ms
Frame 156: FPS=200.86, Avg FPS=192.46, Time=4.98ms
Frame 157: FPS=202.08, Avg FPS=192.52, Time=4.95ms
Frame 158: FPS=202.77, Avg FPS=192.58, Time=4.93ms
Frame 159: FPS=201.91, Avg FPS=192.64, Time=4.95ms
Frame 160: FPS=200.06, Avg FPS=192.69, Time=5.00ms
Frame 161: FPS=197.53, Avg FPS=192.71, Time=5.06ms
Frame 162: FPS=196.87, Avg FPS=192.74, Time=5.08ms
Frame 163: FPS=200.75, Avg FPS=192.79, Time=4.98ms
Frame 164: FPS=199.29, Avg FPS=192.83, Time=5.02ms
Frame 165: FPS=202.41, Avg FPS=192.88, Time=4.94ms
Frame 166: FPS=197.73, Avg FPS=192.91, Time=5.06ms
Frame 167: FPS=200.54, Avg FPS=192.95, Time=4.99ms
Frame 168: FPS=202.77, Avg FPS=193.01, Time=4.93ms
Frame 169: FPS=204.28, Avg FPS=193.07, Time=4.90ms
Frame 170: FPS=198.84, Avg FPS=193.10, Time=5.03ms
Frame 171: FPS=201.18, Avg FPS=193.15, Time=4.97ms
Frame 172: FPS=201.65, Avg FPS=193.20, Time=4.96ms
Frame 173: FPS=202.12, Avg FPS=193.25, Time=4.95ms
Frame 174: FPS=204.14, Avg FPS=193.31, Time=4.90ms
Frame 175: FPS=200.85, Avg FPS=193.35, Time=4.98ms
Frame 176: FPS=201.83, Avg FPS=193.39, Time=4.95ms
Frame 177: FPS=202.67, Avg FPS=193.44, Time=4.93ms
Frame 178: FPS=202.16, Avg FPS=193.49, Time=4.95ms
Frame 179: FPS=200.87, Avg FPS=193.53, Time=4.98ms
Frame 180: FPS=202.67, Avg FPS=193.58, Time=4.93ms
Frame 181: FPS=204.22, Avg FPS=193.63, Time=4.90ms
Frame 182: FPS=202.97, Avg FPS=193.68, Time=4.93ms
Frame 183: FPS=204.84, Avg FPS=193.74, Time=4.88ms
Frame 184: FPS=203.89, Avg FPS=193.79, Time=4.90ms
Frame 185: FPS=203.72, Avg FPS=193.84, Time=4.91ms
Frame 186: FPS=202.64, Avg FPS=193.89, Time=4.93ms
Frame 187: FPS=202.92, Avg FPS=193.94, Time=4.93ms
Frame 188: FPS=203.68, Avg FPS=193.99, Time=4.91ms
Frame 189: FPS=200.45, Avg FPS=194.02, Time=4.99ms
Frame 190: FPS=201.38, Avg FPS=194.06, Time=4.97ms
Frame 191: FPS=202.99, Avg FPS=194.10, Time=4.93ms
Frame 192: FPS=202.83, Avg FPS=194.14, Time=4.93ms
Frame 193: FPS=203.36, Avg FPS=194.19, Time=4.92ms
Frame 194: FPS=203.69, Avg FPS=194.24, Time=4.91ms
Frame 195: FPS=204.61, Avg FPS=194.29, Time=4.89ms
Frame 196: FPS=204.26, Avg FPS=194.34, Time=4.90ms
Frame 197: FPS=201.15, Avg FPS=194.37, Time=4.97ms
Frame 198: FPS=201.03, Avg FPS=194.40, Time=4.97ms
Frame 199: FPS=202.46, Avg FPS=194.44, Time=4.94ms
Frame 200: FPS=201.71, Avg FPS=194.47, Time=4.96ms
Frame 201: FPS=200.86, Avg FPS=194.51, Time=4.98ms
Frame 202: FPS=201.69, Avg FPS=194.54, Time=4.96ms
Frame 203: FPS=200.70, Avg FPS=194.57, Time=4.98ms
Frame 204: FPS=201.86, Avg FPS=194.60, Time=4.95ms
Frame 205: FPS=202.12, Avg FPS=194.64, Time=4.95ms
Frame 206: FPS=203.05, Avg FPS=194.68, Time=4.93ms
Frame 207: FPS=201.62, Avg FPS=194.71, Time=4.96ms
Frame 208: FPS=190.70, Avg FPS=194.69, Time=5.24ms
Frame 209: FPS=200.98, Avg FPS=194.72, Time=4.98ms
Frame 210: FPS=201.23, Avg FPS=194.75, Time=4.97ms
Frame 211: FPS=205.58, Avg FPS=194.80, Time=4.86ms
Frame 212: FPS=203.71, Avg FPS=194.84, Time=4.91ms
Frame 213: FPS=204.51, Avg FPS=194.88, Time=4.89ms
Frame 214: FPS=206.59, Avg FPS=194.93, Time=4.84ms
Frame 215: FPS=196.94, Avg FPS=194.94, Time=5.08ms
Frame 216: FPS=200.00, Avg FPS=194.97, Time=5.00ms
Frame 217: FPS=201.71, Avg FPS=195.00, Time=4.96ms
Frame 218: FPS=202.05, Avg FPS=195.03, Time=4.95ms
Frame 219: FPS=201.48, Avg FPS=195.06, Time=4.96ms
Frame 220: FPS=204.40, Avg FPS=195.10, Time=4.89ms
Frame 221: FPS=202.45, Avg FPS=195.13, Time=4.94ms
Frame 222: FPS=201.99, Avg FPS=195.16, Time=4.95ms
Frame 223: FPS=204.44, Avg FPS=195.20, Time=4.89ms
Frame 224: FPS=200.37, Avg FPS=195.22, Time=4.99ms
Frame 225: FPS=194.53, Avg FPS=195.22, Time=5.14ms
Frame 226: FPS=198.17, Avg FPS=195.23, Time=5.05ms
Frame 227: FPS=200.59, Avg FPS=195.25, Time=4.99ms
Frame 228: FPS=197.51, Avg FPS=195.26, Time=5.06ms
Frame 229: FPS=196.82, Avg FPS=195.27, Time=5.08ms
Frame 230: FPS=200.62, Avg FPS=195.29, Time=4.98ms
Frame 231: FPS=200.01, Avg FPS=195.31, Time=5.00ms
Frame 232: FPS=200.38, Avg FPS=195.33, Time=4.99ms
Frame 233: FPS=198.91, Avg FPS=195.35, Time=5.03ms
Frame 234: FPS=198.70, Avg FPS=195.36, Time=5.03ms
Frame 235: FPS=200.80, Avg FPS=195.39, Time=4.98ms
Frame 236: FPS=198.58, Avg FPS=195.40, Time=5.04ms
Frame 237: FPS=198.40, Avg FPS=195.41, Time=5.04ms
Frame 238: FPS=201.35, Avg FPS=195.44, Time=4.97ms
Frame 239: FPS=198.93, Avg FPS=195.45, Time=5.03ms
Frame 240: FPS=200.17, Avg FPS=195.47, Time=5.00ms
Frame 241: FPS=199.55, Avg FPS=195.49, Time=5.01ms
Frame 242: FPS=198.65, Avg FPS=195.50, Time=5.03ms
Frame 243: FPS=200.07, Avg FPS=195.52, Time=5.00ms
Frame 244: FPS=201.94, Avg FPS=195.54, Time=4.95ms
Frame 245: FPS=202.92, Avg FPS=195.57, Time=4.93ms
Frame 246: FPS=201.74, Avg FPS=195.60, Time=4.96ms
Frame 247: FPS=203.18, Avg FPS=195.63, Time=4.92ms
Frame 248: FPS=196.68, Avg FPS=195.63, Time=5.08ms
Frame 249: FPS=201.15, Avg FPS=195.65, Time=4.97ms
Frame 250: FPS=197.83, Avg FPS=195.66, Time=5.05ms
Frame 251: FPS=198.40, Avg FPS=195.67, Time=5.04ms
Frame 252: FPS=197.84, Avg FPS=195.68, Time=5.05ms
Frame 253: FPS=197.79, Avg FPS=195.69, Time=5.06ms
Frame 254: FPS=201.62, Avg FPS=195.71, Time=4.96ms
Frame 255: FPS=197.01, Avg FPS=195.71, Time=5.08ms
Frame 256: FPS=199.01, Avg FPS=195.73, Time=5.02ms
Frame 257: FPS=195.72, Avg FPS=195.73, Time=5.11ms
Frame 258: FPS=197.65, Avg FPS=195.73, Time=5.06ms
Frame 259: FPS=200.44, Avg FPS=195.75, Time=4.99ms
Frame 260: FPS=203.80, Avg FPS=195.78, Time=4.91ms
Frame 261: FPS=201.97, Avg FPS=195.81, Time=4.95ms
Frame 262: FPS=200.84, Avg FPS=195.82, Time=4.98ms
Frame 263: FPS=199.24, Avg FPS=195.84, Time=5.02ms
Frame 264: FPS=201.18, Avg FPS=195.86, Time=4.97ms
Frame 265: FPS=201.98, Avg FPS=195.88, Time=4.95ms
Frame 266: FPS=199.87, Avg FPS=195.89, Time=5.00ms
Frame 267: FPS=202.05, Avg FPS=195.92, Time=4.95ms
Frame 268: FPS=200.55, Avg FPS=195.93, Time=4.99ms
Frame 269: FPS=202.59, Avg FPS=195.96, Time=4.94ms
Frame 270: FPS=198.66, Avg FPS=195.97, Time=5.03ms
Frame 271: FPS=201.11, Avg FPS=195.99, Time=4.97ms
Frame 272: FPS=201.49, Avg FPS=196.00, Time=4.96ms
Frame 273: FPS=200.74, Avg FPS=196.02, Time=4.98ms
Frame 274: FPS=201.02, Avg FPS=196.04, Time=4.97ms
Frame 275: FPS=200.60, Avg FPS=196.06, Time=4.99ms
Frame 276: FPS=203.05, Avg FPS=196.08, Time=4.92ms
Frame 277: FPS=201.88, Avg FPS=196.10, Time=4.95ms
Frame 278: FPS=200.00, Avg FPS=196.11, Time=5.00ms
Frame 279: FPS=195.07, Avg FPS=196.11, Time=5.13ms
Frame 280: FPS=194.12, Avg FPS=196.10, Time=5.15ms
Frame 281: FPS=200.23, Avg FPS=196.12, Time=4.99ms
Frame 282: FPS=201.52, Avg FPS=196.14, Time=4.96ms
Frame 283: FPS=208.22, Avg FPS=196.18, Time=4.80ms
Frame 284: FPS=200.51, Avg FPS=196.19, Time=4.99ms
Frame 285: FPS=199.26, Avg FPS=196.20, Time=5.02ms
Frame 286: FPS=201.27, Avg FPS=196.22, Time=4.97ms
Frame 287: FPS=195.91, Avg FPS=196.22, Time=5.10ms
Frame 288: FPS=194.50, Avg FPS=196.21, Time=5.14ms
Frame 289: FPS=204.49, Avg FPS=196.24, Time=4.89ms
Frame 290: FPS=199.26, Avg FPS=196.25, Time=5.02ms
Frame 291: FPS=196.29, Avg FPS=196.25, Time=5.09ms
Frame 292: FPS=200.11, Avg FPS=196.26, Time=5.00ms
Frame 293: FPS=200.39, Avg FPS=196.28, Time=4.99ms
Frame 294: FPS=205.15, Avg FPS=196.31, Time=4.87ms
Frame 295: FPS=200.86, Avg FPS=196.32, Time=4.98ms
Frame 296: FPS=201.47, Avg FPS=196.34, Time=4.96ms
Frame 297: FPS=199.83, Avg FPS=196.35, Time=5.00ms
Frame 298: FPS=200.95, Avg FPS=196.36, Time=4.98ms
Frame 299: FPS=207.28, Avg FPS=196.40, Time=4.82ms
Frame 300: FPS=200.31, Avg FPS=196.41, Time=4.99ms
Frame 301: FPS=200.46, Avg FPS=196.43, Time=4.99ms
Frame 302: FPS=201.56, Avg FPS=196.44, Time=4.96ms
Frame 303: FPS=200.47, Avg FPS=196.45, Time=4.99ms
Frame 304: FPS=206.61, Avg FPS=196.49, Time=4.84ms
Frame 305: FPS=199.37, Avg FPS=196.50, Time=5.02ms
Frame 306: FPS=200.58, Avg FPS=196.51, Time=4.99ms
Frame 307: FPS=197.42, Avg FPS=196.51, Time=5.07ms
Frame 308: FPS=202.11, Avg FPS=196.53, Time=4.95ms
Frame 309: FPS=199.90, Avg FPS=196.54, Time=5.00ms
Frame 310: FPS=199.86, Avg FPS=196.55, Time=5.00ms
Frame 311: FPS=198.98, Avg FPS=196.56, Time=5.03ms
Frame 312: FPS=202.14, Avg FPS=196.58, Time=4.95ms
Frame 313: FPS=202.30, Avg FPS=196.59, Time=4.94ms
Frame 314: FPS=197.70, Avg FPS=196.60, Time=5.06ms
Frame 315: FPS=199.79, Avg FPS=196.61, Time=5.01ms
Frame 316: FPS=203.74, Avg FPS=196.63, Time=4.91ms
Frame 317: FPS=203.63, Avg FPS=196.65, Time=4.91ms
Frame 318: FPS=201.63, Avg FPS=196.67, Time=4.96ms
Frame 319: FPS=201.25, Avg FPS=196.68, Time=4.97ms
Frame 320: FPS=203.36, Avg FPS=196.70, Time=4.92ms
Frame 321: FPS=203.07, Avg FPS=196.72, Time=4.92ms
Frame 322: FPS=201.79, Avg FPS=196.73, Time=4.96ms
Frame 323: FPS=202.91, Avg FPS=196.75, Time=4.93ms
Frame 324: FPS=199.73, Avg FPS=196.76, Time=5.01ms
Frame 325: FPS=201.64, Avg FPS=196.78, Time=4.96ms
Frame 326: FPS=200.78, Avg FPS=196.79, Time=4.98ms
Frame 327: FPS=203.48, Avg FPS=196.81, Time=4.91ms
Frame 328: FPS=205.26, Avg FPS=196.83, Time=4.87ms
Frame 329: FPS=203.09, Avg FPS=196.85, Time=4.92ms
Frame 330: FPS=204.56, Avg FPS=196.87, Time=4.89ms
Frame 331: FPS=205.60, Avg FPS=196.90, Time=4.86ms
Frame 332: FPS=205.55, Avg FPS=196.92, Time=4.86ms
Frame 333: FPS=201.75, Avg FPS=196.94, Time=4.96ms
Frame 334: FPS=202.86, Avg FPS=196.96, Time=4.93ms
Frame 335: FPS=193.10, Avg FPS=196.94, Time=5.18ms
Frame 336: FPS=199.97, Avg FPS=196.95, Time=5.00ms
Frame 337: FPS=199.02, Avg FPS=196.96, Time=5.02ms
Frame 338: FPS=197.40, Avg FPS=196.96, Time=5.07ms
Frame 339: FPS=192.27, Avg FPS=196.95, Time=5.20ms
Frame 340: FPS=183.45, Avg FPS=196.90, Time=5.45ms
Frame 341: FPS=191.59, Avg FPS=196.89, Time=5.22ms
Frame 342: FPS=188.32, Avg FPS=196.86, Time=5.31ms
Frame 343: FPS=187.77, Avg FPS=196.83, Time=5.33ms
Frame 344: FPS=188.89, Avg FPS=196.81, Time=5.29ms
Frame 345: FPS=186.67, Avg FPS=196.78, Time=5.36ms
Frame 346: FPS=188.64, Avg FPS=196.75, Time=5.30ms
Frame 347: FPS=190.99, Avg FPS=196.74, Time=5.24ms
Frame 348: FPS=187.61, Avg FPS=196.71, Time=5.33ms
Frame 349: FPS=186.40, Avg FPS=196.68, Time=5.36ms
Frame 350: FPS=186.69, Avg FPS=196.65, Time=5.36ms
Frame 351: FPS=187.80, Avg FPS=196.62, Time=5.32ms
Frame 352: FPS=190.08, Avg FPS=196.60, Time=5.26ms
Frame 353: FPS=187.75, Avg FPS=196.58, Time=5.33ms
Frame 354: FPS=185.03, Avg FPS=196.54, Time=5.40ms
Frame 355: FPS=186.76, Avg FPS=196.51, Time=5.35ms
Frame 356: FPS=184.72, Avg FPS=196.48, Time=5.41ms
Frame 357: FPS=141.39, Avg FPS=196.26, Time=7.07ms
Frame 358: FPS=190.17, Avg FPS=196.25, Time=5.26ms
Frame 359: FPS=191.12, Avg FPS=196.23, Time=5.23ms
Frame 360: FPS=187.05, Avg FPS=196.20, Time=5.35ms
Frame 361: FPS=190.13, Avg FPS=196.19, Time=5.26ms
Frame 362: FPS=187.56, Avg FPS=196.16, Time=5.33ms
Frame 363: FPS=190.46, Avg FPS=196.15, Time=5.25ms
Frame 364: FPS=189.51, Avg FPS=196.13, Time=5.28ms
Frame 365: FPS=189.85, Avg FPS=196.11, Time=5.27ms
Frame 366: FPS=192.36, Avg FPS=196.10, Time=5.20ms
Frame 367: FPS=187.90, Avg FPS=196.08, Time=5.32ms
Frame 368: FPS=188.27, Avg FPS=196.05, Time=5.31ms
Frame 369: FPS=188.46, Avg FPS=196.03, Time=5.31ms
Frame 370: FPS=192.91, Avg FPS=196.02, Time=5.18ms
Frame 371: FPS=200.34, Avg FPS=196.03, Time=4.99ms
Frame 372: FPS=200.62, Avg FPS=196.05, Time=4.98ms
Frame 373: FPS=202.43, Avg FPS=196.06, Time=4.94ms
Frame 374: FPS=199.80, Avg FPS=196.07, Time=5.00ms
Frame 375: FPS=200.82, Avg FPS=196.09, Time=4.98ms
Frame 376: FPS=198.60, Avg FPS=196.09, Time=5.04ms
Frame 377: FPS=200.60, Avg FPS=196.10, Time=4.99ms
Frame 378: FPS=200.15, Avg FPS=196.11, Time=5.00ms
Frame 379: FPS=202.62, Avg FPS=196.13, Time=4.94ms
Frame 380: FPS=202.79, Avg FPS=196.15, Time=4.93ms
Frame 381: FPS=202.73, Avg FPS=196.16, Time=4.93ms
Frame 382: FPS=200.38, Avg FPS=196.18, Time=4.99ms
Frame 383: FPS=198.82, Avg FPS=196.18, Time=5.03ms
Frame 384: FPS=200.10, Avg FPS=196.19, Time=5.00ms
Frame 385: FPS=199.22, Avg FPS=196.20, Time=5.02ms
Frame 386: FPS=199.92, Avg FPS=196.21, Time=5.00ms
Frame 387: FPS=198.43, Avg FPS=196.21, Time=5.04ms
Frame 388: FPS=199.92, Avg FPS=196.22, Time=5.00ms
Frame 389: FPS=196.06, Avg FPS=196.22, Time=5.10ms
Frame 390: FPS=198.09, Avg FPS=196.23, Time=5.05ms
Frame 391: FPS=200.03, Avg FPS=196.24, Time=5.00ms
Frame 392: FPS=201.14, Avg FPS=196.25, Time=4.97ms
Frame 393: FPS=200.21, Avg FPS=196.26, Time=4.99ms
Frame 394: FPS=202.19, Avg FPS=196.27, Time=4.95ms
Frame 395: FPS=201.38, Avg FPS=196.29, Time=4.97ms
Frame 396: FPS=201.86, Avg FPS=196.30, Time=4.95ms
Frame 397: FPS=202.46, Avg FPS=196.32, Time=4.94ms
Frame 398: FPS=199.92, Avg FPS=196.32, Time=5.00ms
Frame 399: FPS=200.34, Avg FPS=196.33, Time=4.99ms
Frame 400: FPS=199.37, Avg FPS=196.34, Time=5.02ms
Frame 401: FPS=199.37, Avg FPS=196.35, Time=5.02ms
Frame 402: FPS=200.32, Avg FPS=196.36, Time=4.99ms
Frame 403: FPS=202.80, Avg FPS=196.37, Time=4.93ms
Frame 404: FPS=200.52, Avg FPS=196.38, Time=4.99ms
Frame 405: FPS=202.13, Avg FPS=196.40, Time=4.95ms
